이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간
박복순쭈꾸미,"해물,생선",4.1,314,"서울 송파구 백제고분로41길 36-6 1층
(지번) 송파동 28-15",37.50893886,127.1064949,070-7576-3526,"모둠튀김 (6,000원), 쭈꾸미 우삼겹 (16,500원), 쭈꾸미삼겹살 (16,500원), 매콤무뼈닭발(소) (19,000원), 대왕치즈계란말이 (15,000원), 맑은백합탕 (19,000원), 왕 돈까스 (13,000원), 쥐포와땅콩 (10,000원), 폭탄계란찜 (5,500원), 매콤오징어튀김 (5,500원), 쭈꾸미 새우 (16,500원), 치즈볶음밥 (4,000원), 모듬어묵탕 (15,500원), 먹태 (15,000원), 치즈떡볶이 (17,000원), 쭈꾸미오리지널 (15,000원)",영업시간 월~목 16:00 ~ 00:50
툇마루밥상,한식,3,167,"서울 송파구 송파대로 111 파크하비오타워 2층 205동 211,212호
(지번) 문정동 618",37.47968706,127.1249798,02-409-6979,"툇마루밥상 (25,000원)",월요일
아라리,한정식,3.3,32,"서울 송파구 올림픽로 448 올림픽파크텔 지하1층
(지번) 방이동 88-8",37.52228209,127.1165151,02-410-2111,"불고기 (30,000원), 보리굴비 (28,000원), 황태구이 (25,000원), 해물파전 (28,000원), 석갈비구이 (30,000원), 떡갈비 (35,000원), 갈비찜 (45,000원), 낙지볶음 (35,000원), 우럭탕수 (25,000원), 영양돌솥밥 (4,000원)",매일 15:00 ~ 17:00
토닭토닭,닭요리,3.3,197,"서울 송파구 백제고분로45길 38
(지번) 송파동 57",37.51091644,127.1077224,02-6925-0206,"기운내 토닭토닭（2인분） (28,000원), 치즈하고 웃어봐（2인분） (32,000원), 화끈하게 안아줄게（2인분） (32,000원), 꾸미 이뤄질거야 (40,000원), 체다&모짜렐라치즈 (3,500원), 떡모듬 (3,000원), 고구마 (3,000원), 버섯모듬 (3,000원), 면（라면／쫄면／우동） (2,000원), 동글동글 알찬 주먹밥 (3,000원), 콜라 (2,500원), 사이다 (2,500원)",월~금 14:20 ~ 17:00
청화초밥,"초밥,롤",4.2,140,"서울 송파구 오금로13길 14 1층 청화초밥
(지번) 방이동 69-9",37.51337354,127.1093284,02-420-3686,"계란초밥 (2ps) (2,500원), 유부초밥 (2ps) (2,500원), 마끼초밥 (2ps) (2,500원), 초새우초밥 (2ps) (3,500원), 갑오징어초밥 (2ps) (3,500원), 생새우초밥 (2ps) (3,000원), 타코와사비초밥 (2ps) (3,500원), 소라초밥 (2ps) (4,000원)",2025년 3월 17일 휴무
산골논두렁황소곱창,"곱창,막창",4.1,211,"서울 송파구 오금로11길 50 1, 2층
(지번) 방이동 55",127.1125231,37.5154195,02-2203-9492,"소곱창 (25,000원), 소대창 (24,000원), 소막창 (24,000원), 곱창전골2인분 (32,000원), 곱창모듬 (2~3인분) (72,000원), 마늘황소곱창 (1인분) (25,000원), 소막창 (1인분) (24,000원), 소대창 (1인분) (24,000원), (특)양구이 (1인분) (26,000원), 곱창전골 (1인분) (16,000원), 삼겹살 (18,000원)",매일 11:00 ~ 24:00
사사노하,일본식주점,4.1,467,"서울 송파구 백제고분로42길 4-13 1층 101호
(지번) 송파동 85-12",37.50550823,127.1088313,070-4101-4451,메뉴 없음,영업시간 월~금 17:00 ~ 24:00
남경막국수 가족1,국수,3.6,225,"서울 송파구 석촌호수로 74 잠실엘타워아파트 B동 1층 102호
(지번) 잠실동 208-4",37.50979184,127.0854277,02-417-0060,"물막국수 (12,000원), 비빔막국수 (12,000원), 곤약막국수 (12,000원), 면빨막국수 (10,000원), 쟁반막국수 (23,000원), 수육 (소) (20,000원), 메밀들깨온면 (13,000원), 메밀떡만두국 (13,000원), 감자전 (9,000원), 메밀손만두 (9,000원), 오징어순대 (17,000원), 군두부 (12,000원), 도토리묵 (12,000원), 막국수2(선택) + 맛보기수육 세트 (40,000원)",월요일
잠실황소곱창,"곱창,막창",4.5,295,"서울 송파구 삼학사로19길 5 1층
(지번) 삼전동 128-2",37.50572153,127.0964519,02-423-8817,"스페셜 황소곱창구이 세트(750g) (69,000원), 모듬구이2인(500g) (49,000원), 황소곱창구이 (26,000원), 왕대창구이 (24,000원), 황소막창 (24,000원), 특양깃머리 (27,000원)",영업시간 매일 16:00 ~ 24:00
야끼소바 니주마루,일식,4.2,387,"서울 송파구 백제고분로41길 21 1층
(지번) 송파동 13-18",37.50790378,127.1071061,070-7819-0012,"야끼소바（소금） (11,000원), 야끼소바（소스） (11,000원), 콜라 355mL (2,000원), 스프라이트 355mL (2,000원)",월요일
할머니포장마차멸치국수,실내포장마차,3.5,483,"서울 송파구 오금로11길 59 1층
(지번) 방이동 49-5",37.51528416,127.1135815,02-416-6698,"오돌뼈 (15,000원), 천엽 (15,000원), 가리비 (15,000원), 멍게 (15,000원), 꼼장어 (20,000원), 석화 (15,000원), 꼬막 (20,000원), 해삼 (23,000원), 닭발 (15,000원), 곱창 (15,000원), 산낙지 (23,000원), 새우 (15,000원), 오징어 (15,000원), 계란말이 (15,000원), 소라무침 (23,000원), 잔치국수 (6,000원), 돼지양념구이 (15,000원), 조기 (15,000원), 메추리 (13,000원), 계란찜 (13,000원), 도루묵 (15,000원), 쭈꾸미무침 (20,000원), 쭈꾸미볶음 (20,000원)",영업시간 매일 17:00 ~ 04:00
원조포차,"해물,생선",3.6,107,"서울 송파구 송파대로30길 3
(지번) 가락동 96-18",37.49434991,127.1179298,02-443-5459,"먹태구이 (13,000원), 원조바싹불고기 (19,000원), 국물두루치기 (19,000원), 닭모래집볶음 (19,000원), 오돌뼈볶음 (19,000원), 무뼈닭발볶음 (21,000원), 골뱅이무침 (25,000원), 낙지볶음 (25,000원), 해물꼬치오뎅탕 (25,000원), 돼지고추장찌개 (24,000원), 닭매운탕 (28,000원), 해물알탕 (26,000원), 해물낙지전골 (27,000원), 땡초전 (16,000원), 오징어해물파전 (17,000원), 감자전 (15,000원), 계란말이 (15,000원), 베이컨김치전 (16,000원)",영업시간 월~토 17:00 ~ 01:00
라치오,이탈리안,3.8,152,"서울 송파구 동남로4길 20 2층
(지번) 문정동 40-9",37.48837568,127.124534,02-400-3031,"리치오스테이크 (31,000원), 씨푸드스파게티 (14,500원), 디아블로 (13,000원), 스테이크피자 (23,000원), 빠네 (15,500원), 해산물볶음밥 (12,500원), 갈릭스노윙피자 (18,000원), 마르게리따 (18,000원), 차돌빼쉐파스타 (17,900원), 루꼴라리코타피자 (18,000원), 리코타샐러드 (13,500원), 까르보나라 (13,000원), 새우버섯스파게티 (14,000원), 씨푸드크림스파게티 (15,000원), 쉬림프토마토스파게티 (13,000원), 씨푸드토마토스파게티 (14,500원), 아마트리치아나 (13,000원), 모짜렐라오븐스파게티 (14,000원), 고르곤졸라피자 (18,000원), 화이트라구스파게티 (14,000원)",매일 11:30 ~ 21:30
칠성집갈매기,"육류,고기",4.8,359,"서울 송파구 법원로11길 7 문정현대지식산업센터법조타운 1층 126~127호
(지번) 문정동 644-2",127.1192266,37.4853545,0507-1336-0200,"생갈매기 (19,000원), 대구막창 (19,000원), 대파갈매기(170g) (19,000원), 통 가브리 (20,000원), 폭탄계란찜 (7,000원), (냉)김치말이국수 (9,000원), 된장술밥 (9,000원), 통갈매기 (19,000원), 메뉴판 (0원)",영업시간 매일 16:30 ~ 22:30
방이샤브샤브칼국수 방이본점,샤브샤브,4.5,384,"서울 송파구 양재대로71길 2-27 인택파크랜드 1층
(지번) 방이동 185",37.51137002,127.1270225,02-423-3450,"버섯샤브칼국수(1인분) (10,000원), 소고기 (1인분)(160g) (9,000원)",월~토 11:00 ~ 22:00
입분식가정집,분식,3.7,186,"서울 송파구 오금로18길 10 2층
(지번) 송파동 51-4",37.51000629,127.1104104,0507-1415-5952,"즉석떡볶이(2인) (14,000원), 짜장즉석떡볶이(2인) (15,000원), 반반즉석떡볶이(2인) (16,000원)",매일 15:00 ~ 16:00
일루,한식뷔페,4.2,378,"서울 송파구 송파대로 201 송파테라타워2 B동 지하1층 G117~119호
(지번) 문정동 642",37.48773878,127.1206859,010-5000-1084,"1인 무한리필 (9,500원)",영업시간 월~금 11:00 ~ 14:30
푼양이 부대찌개&김치찌개 가락본점,"찌개,전골",3.9,43,"서울 송파구 송이로 112 101동 1층
(지번) 가락동 73-4",37.49638598,127.1216873,02-6498-1282,"생고기 2인 세트 (25,000원), 햄폭탄 2인 세트 (27,000원), 1인 생고기 김치찌개 (9,000원), 2인 생고기 김치찌개 (18,000원), 3인 생고기 김치찌개 (27,000원), 4인 생고기 김치찌개 (34,000원), 5인 생고기 김치찌개 (41,500원), 생고기 1인 세트 (12,500원), 생고기 3인 세트 (34,500원), 생고기 4인 세트 (42,000원), 생고기 5인 세트 (50,000원), 1인 햄폭탄 부대찌개 (10,000원), 2인 햄폭탄 부대찌개 (20,000원), 3인 햄폭탄 부대찌개 (30,000원), 4인 햄폭탄 부대찌개 (38,000원), 5인 햄폭탄 부대찌개 (46,500원), 햄폭탄 1인 세트 (13,500원), 햄폭탄 3인 세트 (37,500원), 햄폭탄 4인 세트 (46,000원), 햄폭탄 5인 세트 (55,000원)",월~금 15:00 ~ 16:00
진성한우곱창,"곱창,막창",3.2,609,"서울 송파구 송파대로28길 27
(지번) 가락동 80",37.49481216,127.1201328,02-402-3439,"한우곱창 (220g) (19,000원), 한우대창 (220g) (19,000원), 한우막창 (220g) (20,000원)","월,화,수,목,일 12:00 ~ 23:00"
오로라,양식,3.8,155,"서울 송파구 백제고분로39길 33 1층
(지번) 석촌동 161-12",37.50705732,127.1033257,02-424-2332,"돈까스 (10,000원), 멕시칸돈까스 (11,000원), 오므라이스 (12,000원), 생선까스 (12,000원), 함박스텍 (12,000원), 비프까스 (15,000원), A 정식 (돈까스+함박스텍+생선까스) (16,000원), B 정식 (돈까스+함박스텍+새우후라이) (17,000원), 오로라스페셜 (돈까스+함박스텍+생선까스 (19,000원), 새우후라이 (20,000원), 포크스테이크 (20,000원), 비프스테이크 (29,000원)",월요일
천수횟집,회,4.3,38,"서울 송파구 석촌호수로12길 10 1층
(지번) 잠실동 207-15",37.50923851,127.0853258,02-424-9643,"신안줄돔 (변동가격), 우럭(중) (39,000원), 광어(중) (39,000원), 도미(중) (49,000원), 생우럭탕 (39,000원), 도다리세꼬시(2인이상) (25,000원), 매운탕(중) (7,000원), 초밥 (15,000원), 전복 (25,000원), 해삼 (25,000원), 멍게 (10,000원), 개불 (15,000원), 낙지 (10,000원), 머리구이 (20,000원)","첫째,셋째 월요일"
오향가 가락본점,"족발,보쌈",4.3,379,"서울 송파구 송이로 106 1층
(지번) 가락동 73-2",37.49676076,127.1213763,02-401-6999,"오향족발 (중) (40,000원), 냉채족발 (소) (35,000원), 오향장육 (중) (32,000원), 오향가탕수육 (중) (24,000원), 술안주짬뽕 (22,000원), 오향족발 (대) (45,000원), 냉채족발 (중) (40,000원), 냉채족발 (대) (45,000원), 오향장육 (대) (37,000원), 오향가탕수육 (대) (32,000원), 진미짬뽕 (11,000원), 진미짬뽕밥 (11,000원), 오향가볶음밥 (11,000원), 마파두부밥 (11,000원)",월~토 14:30 ~ 17:00
이성원쉐프의청년감자탕순대국 방이동본점,감자탕,3.7,310,"서울 송파구 오금로19길 5 1층
(지번) 방이동 110-12",37.51047593,127.1129402,02-3431-9252,"감자탕 (소) (30,000원), 감자탕 (중) (38,000원), 감자탕 (대) (46,000원), 감자탕 (특대) (54,000원), 우거지추가 (3,000원), 뼈해장국 (10,000원), 순대국 (9,000원), 깍두기 볶음밥 (2,000원), 청년치즈볶음밥 (4,000원), 묵은지감자탕 (소) (33,000원), 묵은지감자탕 (중) (41,000원), 묵은지감자탕 (대) (49,000원), 묵은지감자탕 (특대) (57,000원), 간장뼈찜 (중) (41,000원), 간장뼈찜 (대) (49,000원), 묵은지해장국 (11,000원), 특순대국 (10,000원), 얼큰순대국 (10,000원), 찰순대 (6,000원)",
남원추어탕,추어,4.4,21,"서울 송파구 오금로11길 7-12
(지번) 방이동 24-1",37.51486228,127.1077455,02-421-8163,"추어탕 (13,000원), 우렁추어탕 (15,000원), 추어군만두 (8,000원), 추어튀김 (중) (12,000원), 추어만두튀김 (18,000원), 추어전골 (중) (40,000원), 숙회 (40,000원)",매일 10:30 ~ 21:00
흥부골숯불돼지왕갈비,갈비,4.1,147,"서울 송파구 백제고분로33길 35 1층
(지번) 석촌동 3-2",37.5057352,127.0985571,02-418-0003,"갈비곰탕 (15,000원), 설렁탕 (10,000원), 돼지왕갈비 (300g) (21,000원), 스테이크돼지고기 (250g) (18,000원)",매일 11:40 ~ 22:00
골목떡볶이,떡볶이,3.5,534,"서울 송파구 문정로1길 33 1층
(지번) 문정동 44",37.48905615,127.1234696,02-3402-3452,"떡볶이 (4,000원), 순대 (4,000원), 만두 (3개) (1,000원)",월~금 15:00 ~ 21:00
디어블라썸커피,카페,4.3,114,"서울 송파구 올림픽로12길 23 1층
(지번) 잠실동 205-1",37.50953156,127.0833838,02-6014-4619,"더티초코 (6,500원), 스누피2단크로플 (9,000원), 아메리카노 (4,300원), 베트남 코코넛커피 (6,500원), 무화과토스트 (8,000원), 밀크티 보틀 (6,000원), 카페라떼 (5,500원), 딸기라떼 (ICE) (6,500원), 생크림 쑥쑥라떼 (5,500원)",매일 12:00 ~ 22:00
만주,일본식주점,3.5,401,"서울 송파구 올림픽로32길 21 2층
(지번) 방이동 60-5",37.51417825,127.1096835,02-430-8090,"특 사시미 (110,000원), 모듬 사시미 (60,000원), 연어 사시미 (25,000원), 도미 사시미 (33,000원), 광어 사시미 (26,000원), 3인사시미 (45,000원), 2인사시미 (30,000원), 1인사시미 (18,000원), 1인 참치 사시미 (33,000원), 2인 참치 사시미 (60,000원), 모듬꼬치 (25,000원), 염통꼬치 (5,000원), 껍데기꼬치 (5,000원), 닭산적꼬치 (5,000원), 순살꼬치 (5,000원), 모래집꼬치 (5,000원), 삼겹 아스파라거스 꼬치 (5,000원), 삼겹 토마토 꼬치 (5,000원), 삼겹 치즈떡 꼬치 (5,000원), 삼겹 팽이말이 꼬치 (5,000원)",영업시간 매일 16:00 ~ 05:00
오린지,디저트카페,3.1,536,"서울 송파구 송파대로48길 19 1층
(지번) 송파동 30-7",37.50957706,127.1062735,0507-1407-4802,"（발로나로만든 꾸덕꾸덕）브라우니＋생크림 (7,000원), 파블로바（한번쯤은꼭드셔보세요）생딸기 (12,500원), 계란샌드위치 1set（3조각） (9,000원), 레어치즈＋생크림＋생딸기 (9,500원), 쑥갸또 (7,500원), 아메리카노（2샷） (4,500원), 바닐라라떼（2샷） (5,500원), 쑥라떼 (5,500원), 레어치즈케이크 (6,500원), 신메뉴(안먹어보면후회하는)시나몬롤 (6,000원), 카페라떼（2샷） (5,000원), 헤이즐넛라떼（2샷） (5,500원), 크림라떼（2샷） (6,000원), 밀크티 (5,500원), 과일에이드 ICE (7,500원)",매일 11:00 ~ 22:00
송파구맛집벽돌집,한식,4.6,23,"서울 송파구 중대로9길 36 1, 2층
(지번) 가락동 83-8",127.1186785,37.4963711,02-403-6400,"양갈비500g(2인분) (32,000원), 숄더랙(250g) (32,000원), 프랜치랙(250g) (32,000원), 등심(250g) (32,000원), 제비추리(250g) (32,000원), 전복구이 (25,000원), 구이용야채 (5,000원), 배받이수육전골(400g) (70,000원), 양전골(중) (45,000원), 얼큰갈비찜 (45,000원)",매일 07:00 ~ 23:00
금바위감자탕 가락본점,감자탕,3.1,107,"서울 송파구 동남로 94 1층
(지번) 문정동 54",37.48889363,127.1219749,02-404-3161,"해장국 (12,000원), 감자탕 (대) (48,000원), 감자탕 (중) (42,000원), 감자탕 (소) (36,000원), 해물뼈찜 (대) (58,000원), 해물뼈찜 (중) (51,000원), 수제왕돈까스 (14,000원)",매일 00:00 ~ 24:00
크래프트아일랜드 잠실점 본관,"호프,요리주점",4.2,534,"서울 송파구 올림픽로35가길 10 더샵스타파크상가 1층 114~115,119호
(지번) 신천동 7-14",37.51694013,127.102633,02-413-1555,"바베큐 플레터 (95,000원), 명란 알리오 올리오 (18,000원), 치킨 아라비아따 (18,000원), 까르보나라 (18,000원), 쉬림프 로제 파스타 (20,000원), 봉골레 파스타 (22,000원), 김치 필라프(LUNCH) (16,000원), 해산물 필라프(LUNCH) (18,000원), 페퍼로니 피자 (27,000원), 미트 베이컨 피자 (27,000원), 고르곤졸라 피자 (27,000원), 쉬림프 피자 (30,000원), 아보카도 콥 샐러드 (18,000원), 리코타 샐러드 (18,000원), 멕시칸 치킨 샐러드 (20,000원), 떡볶이 or 로제떡볶이 (18,000원), 포테이토 프라이 (16,000원), 칠리 치즈 프라이 (18,000원), 아보카도 나쵸스 (18,000원), 감바스 알 아히요 (30,000원), 윙&봉 (27,000원), 쭈꾸미 프리터 (27,000원), 소세지 플레터 (27,000원), 슈바인 학센 (55,000원), 이베리코 스테이크 플레터 (55,000원), 부채살 스테이크 플레터 (55,000원)",영업시간 월~수 17:00 ~ 24:00
홈수끼 방이본점,샤브샤브,3.6,840,"서울 송파구 위례성대로 134 한스빌딩
(지번) 방이동 183-6",37.51204193,127.1262424,02-417-4124,메뉴 없음,매일 11:30 ~ 22:00
돈까스의집,"돈까스,우동",3.6,610,"서울 송파구 삼전로 100 아카데미빌딩 1층
(지번) 삼전동 1-4",37.506963,127.0906821,02-413-5182,"돈까스 (12,000원), 정식 (13,500원), 생선까스 (12,000원), 함박스텍 (12,000원)",매일 11:00 ~ 21:50 · 휴게시간 매일 16:00 ~ 16:30
하늘이네장칼국수,칼국수,4.3,62,"서울 송파구 오금로53길 37 1층
(지번) 거여동 135-36",37.49756663,127.1435414,02-408-3070,"장칼국수 (5,500원), 잔치국수 (4,500원), 비빔김치말이국수 (4,500원), 주먹밥 (4,500원), 열무국수 (여름) (5,500원)",월요일
유천냉면 본점,냉면,3.2,490,"서울 송파구 강동대로3길 22 1층
(지번) 풍납동 397-18",37.52850515,127.1155783,02-419-4000,"물냉면 (12,000원), 비빔냉면 (13,000원), 회냉면 (16,000원), 들기름메밀면 (13,000원), 비빔메밀면 (15,000원), 한우사골만두국 (11,000원), 얼큰해장만두국 (13,000원), 수육 (43,000원), 직화석쇠돈불고기 (13,000원), 고기/김치/반반만두 (7,000원), 부추전 (10,000원), 유천 왕갈비탕 (22,000원), 직화석쇠불고기 (가격정보 없음), 돌솥비빔밥 (가격정보 없음), 유천맑은곰탕 (가격정보 없음), 한우사골설렁탕 (가격정보 없음), 한우 사골매생이떡만두국 (가격정보 없음), 한우사골떡만두국 (가격정보 없음), 온메밀면 (가격정보 없음), 동치미 메밀면 (가격정보 없음), 맑은온반 (0원), 얼큰온반 (0원), 갈비탕 (0원), 서울불고기 (가격정보 없음), 고기만두 (0원), 토속메밀전병 (가격정보 없음), 감자전 (가격정보 없음)",월요일
