이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간
어다미,"해물,생선",4.1,159,"서울 서초구 서초대로 279
(지번) 서초동 1716-8",37.49348137,127.0121361,02-533-4916,"인기 고등어구이만제공 (14,000원), 삼치구이국내산반마리 공기밥 (16,000원), 임면수반마리공기밥1 (15,000원), 오징어 볶음 도시락 (19,000원), 가오리양념찜 공기밥 1 (20,000원), 고니＋알탕+밥 (16,000원), 곤이＋알탕만제공 (15,000원), 통태＋알탕 공기밥 (16,000원), 알고니탕곱빼기 (22,000원), 은갈치조림320g내외2마리 공기2개 (38,000원), 모듬구이4가지만제공 와사비간장포함 (45,000원), 주도로 220g내외 (43,000원), 문어숙회270g내외 (35,000원), 제주은갈치조림공기2개600g내외 (63,000원), 고등어 반마리공기밥1 (10,000원), 고등어 반만제공 (9,000원), 봄도다리쑥국 공기밥 1 (25,000원), 생물청어구이 공기밥 포함 (16,000원), 꽁치구이 대만산 공기밥1 (14,000원), 꽁치구이만제공 (13,000원), 양미리구이6마리 국내산 공기밥 1 (13,000원), 우럭소금구이공기밥1 (20,000원), 우럭구이만제공 (19,000원), 우럭반마리공기밥1 (11,000원), 우럭반마리만제공 (10,000원), 우럭양념구이공기1 (21,000원), 제주은갈치구이국내산 공기밥1 （300g내외) (17,000원), 제주은갈치 구이만（300g내외) (16,000원), 명품특한마리1공기밥 (28,000원), 임면수반마리만제공 (14,000원)",월~금 09:00 ~ 23:30 · 휴게시간 월~금 15:00 ~ 17:00
탐라도야지,"육류,고기",3.3,416,"서울 서초구 서초대로50길 82 정원빌딩 1층
(지번) 서초동 1566-8",37.48959508,127.0135612,0507-1399-3337,"(小) 숙성삼겹만500g (26,500원), 숙성삼겹살 2인 500g (34,000원), 직화수제돼지갈비 2인 600g (34,000원), 된장찌개/해물 차돌맛/ +공기밥포함 (9,000원), 비빔막국수(100%메밀막국수) (10,000원), (中) 숙성삼겹만700g (35,000원), 직화(소) 갈비만600g (26,500원), 소 항정살만500g (33,000원), 돼지갈비350g추가 (19,000원), 항정살2인500g (42,000원), (大) 숙성삼겹만1000g (44,000원), 직화(즁) 갈비만850g (35,000원), 직화(대) 갈비만1200g (44,000원), 중 항정살만700g (43,000원), 대 항정살만1000g (52,900원), 고기100g 추가 (8,000원), 고기200g 추가 (14,500원), 항정살200g추가 (19,000원), 삼겹살300g추가 (19,000원), 항정살300g추가 (26,000원), 비법양념된장만(460g) (12,000원), 물냉면 (9,000원), 비빔냉면 (9,000원), 제육볶음(공기밥포함) (9,500원), 내장탕(공기밥포함) (9,500원), 파절이추가 (2,000원), 도토리묵+양념장 (4,000원), 도토리묵사발 (4,000원), 볶음김치 (2,000원), 야채추가 (2,000원)",매일 00:00 ~ 24:00
통나무집,"육류,고기",3.3,44,"서울 서초구 헌인릉길 9
(지번) 내곡동 1-2670",37.46186838,127.0817544,02-445-0662,"꽃등심 (150g) (41,000원), 살치살 (150g) (43,000원), 갈비살 (150g) (39,000원), 치마살 (150g) (45,000원), 안창살 (150g) (55,000원)",영업시간 매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00
강촌원조쭈꾸미 본점,"해물,생선",3.2,113,"서울 서초구 남부순환로350길 36 1층
(지번) 양재동 13-9",37.48329443,127.0362154,02-575-4458,"산쭈꾸미철판볶음 (1인) (2인이상) (32,000원), 생물쭈꾸미철판볶음 (1인) (2인이상) (28,000원), 쭈꾸미철판볶음 (1인) (2인이상) (18,000원), 쭈꾸미삼겹철판볶음 (1인) (2인이상) (18,000원), 산낙지철판볶음 (1인) (2인이상) (32,000원), 낙지철판볶음 (1인) (2인이상) (20,000원), 삼겹살 (200g) (2인이상) (18,000원), 해물탕 (대) (80,000원), 해물탕 (중) (70,000원), 생태탕 (1인) (20,000원), 산낙지회 (30,000원), [점심메뉴] 오징어덮밥 (11,000원), [점심메뉴] 제육볶음 (11,000원), [점심메뉴] 동태찌개 (11,000원), [점심메뉴] 순두부찌개 (10,000원), 연포탕(1인) (32,000원), 볶음밥 (2,000원)",영업시간 월~토 11:00 ~ 23:00
영동설렁탕,설렁탕,3.6,592,"서울 서초구 강남대로101안길 24 1층
(지번) 잠원동 10-53",37.51615299,127.0173661,02-543-4716,메뉴 없음,매일 00:00 ~ 24:00 · 휴게시간 매일 15:00 ~ 17:00
미국식 방배본점,햄버거,4.2,329,"서울 서초구 서초대로29길 17-2 서전1 1층
(지번) 방배동 877-24",37.48914454,126.9951142,010-9940-5920,"Bust burger (12,900원), tater tots (4,900원), beef cheese tater tots (7,500원)",영업시간 월~토 11:30 ~ 21:00 · 휴게시간 월~토 15:00 ~ 17:30
해몽,갈비,4.3,326,"서울 서초구 사평대로56길 8 양정빌딩 2층 가호
(지번) 서초동 1302-45",37.50323587,127.0229175,02-515-6080,"등갈비 (1,900원), 목살(300g) (28,000원), 항정살(180g) (16,000원), 등갈비(300g) (19,000원), 김치찌개 (8,000원), 고추장찌개 (10,000원), 냄비비빔밥 (5,000원), 라면 (4,000원)",영업시간 월~금 16:00 ~ 24:00
수타우동겐,"돈까스,우동",3.4,229,"서울 서초구 서초대로 327 1층
(지번) 서초동 1690-3",37.49502776,127.017275,02-599-5545,"돈까스카레우동 (16,000원), 덴뿌라카레우동 (15,000원), 가라아게카레우동 (14,000원), 카레우동 (12,000원), 가라아게붓가께 (12,500원), 덴뿌라붓가께 (13,500원), 소고기붓가께 (14,500원), 찌꾸다마붓가께 (13,500원), 명란붓가께 (14,500원), 새우크림 우동 (16,000원), 베이컨크림 우동 (16,000원), 명란크림 우동 (17,000원)",영업시간 매일 11:00 ~ 21:00 · 휴게시간 매일 15:00 ~ 17:00
도셰프,이탈리안,4.3,276,"서울 서초구 강남대로89길 14
(지번) 반포동 707-8",37.50945648,127.0211069,02-541-1117,"디아볼라 (24,000원), 감베리 크레마 (19,500원), 버팔로 뽀모도로 (21,000원), 봉골레 비앙코 (23,000원), 오르조 리조또 (23,000원), 고르곤졸라 (22,000원), 마르게리타 (24,500원), 프리마베라 (26,500원), 감베리 (25,000원), 카프리쵸사 (26,500원), 콰트로 풍기 (25,000원), 홍합 나티보 (19,000원), 카프레제 (17,000원), 감베리 풍기 샐러드 (18,500원), 시저샐러드 (17,500원), 판체타 (23,000원), 감베리 루꼴라 (23,500원)",영업시간 매일 11:30 ~ 22:00
비스트로누,이탈리안,4.3,256,"서울 서초구 사평대로26길 26-6 3층
(지번) 반포동 92-7",37.49909364,126.9987531,02-537-5123,"야생루꼴라&프로슈토 피자 (27,000원), 부라타치즈 마르게리따 (27,000원), 네가지 버섯이 들어간 리조또 (25,000원), 봉골레 (25,000원), 킹프라운 로제 파스타 (26,000원), 오징어 먹물 리조또 (26,000원), 한우 안심 스테이크（150g） (65,000원), 부라타치즈 마르게리타 (27,000원), 비프 토마토 파스타 (24,000원), 트러플 오일 맛을 낸 버섯 샐러드 (19,000원), 쉬림프 샐러드 (20,000원), 야생루꼴라&프로슈토 (23,000원), 부라타치즈&바질페스토 (10,000원), 문어 (28,000원), 관자 (28,000원), 한우 채끝등심 스테이크（180g） (65,000원), 네가지 버섯이 들어간 리조또 (25,000원), 해산물 토마토 리조또 (25,000원), 머쉬룸 고르곤졸라 피자 (23,000원), 포테이토 베이컨피자 (22,000원), 야생루꼴라&프로슈토피자 (27,000원), 스모크 치즈 갈릭 피자 (24,000원), 알리오올리오 (21,000원), 봉골레 (25,000원), 킹프라운 상하이 파스타 (26,000원), 푸짐한 해산물이 들어간 파스타 (26,000원), 담백한 크림 베이컨 (24,000원), 할라피뇨가 들어간 스파이시 비프 크림 (26,000원), 킹프라운 로제 파스타 (26,000원), 차돌박이 미소 크림 (26,000원)",영업시간 월~목 11:00 ~ 21:50 · 휴게시간 월~금 14:50 ~ 17:00
남미플랜트랩,양식,4.3,462,"서울 서초구 방배천로4안길 55 2층
(지번) 방배동 455-20",37.48060937,126.9832304,02-522-1276,"치즈야채피자 (19,000원), 파스타베르데 (16,000원), 후무스피자 (18,000원), 불고기피자 (18,000원), 감자웨지 (9,000원), 깻잎페스토리조또 (18,000원), 트러플버섯리조또 (18,000원), 하이볼&칵테일 (10,000원), 그릴드 베지터블 (14,000원), 스피니치크림 라자냐 (19,000원), 풍기 포르마지 파스타 (16,000원), 알리오올리오스파게티 (15,000원), 남미토마토페투치네 (15,000원), 마르게리따피자 (18,000원), 오렌지카르파초샐러드 (15,000원), 후무스플래터 (12,000원)",영업시간 매일 12:00 ~ 21:00 · 휴게시간 매일 16:00 ~ 17:30
헬무트,카페,3.7,227,"서울 서초구 방배천로6길 3-10 1층
(지번) 방배동 453-22",37.47988806,126.9828722,070-7776-3748,"마피아(M) (6,500원), 아메리카노 (5,500원), 플랫화이트 (6,000원), 카카오블랑 (7,000원), 생자몽 주스 (7,000원), 누아블랑 (6,000원), 블랙케인 (6,500원), 더치커피 (6,500원), 쇼콜라라떼 (7,000원), 자몽티 (7,000원), 자몽에이드 (7,000원), 거봉녹차 (7,000원), 히비스커스베리차 (7,000원), 히비스커스에이드 (7,000원), 더치원액 (16,000원), 나라별원두 (14,000원)",영업시간 월~금 11:30 ~ 22:00
진미식당,한식,3.4,34,"서울 서초구 강남대로83길 18 1층
(지번) 반포동 735-34",37.50635949,127.022374,02-548-5870,메뉴 없음,"월~금 04:00 ~ 21:00 · 휴게시간 월,화,수,목,금,일 15:00 ~ 17:00"
다피타,이탈리안,3.5,64,"서울 서초구 효령로 202 1층
(지번) 서초동 1487-3",37.48283885,127.0064189,02-523-5147,"깔라마리 크림 (21,000원), 알리오 올리오 (19,000원), 포르치니 바질크림 (24,000원), 명란크림파스타 (24,000원), 마르게리따 (21,000원)",영업시간 매일 11:30 ~ 22:00
성민양꼬치,양꼬치,4,149,"서울 서초구 방배천로2길 27
(지번) 방배동 449-4",37.47704081,126.9843819,02-583-8859,"마파두부 (12,000원), 지삼선 (15,000원), 가지볶음 (15,000원), 건두부볶음 (13,000원), 건두부무침 (13,000원), 경장육슬 (18,000원), 어향육슬 (18,000원), 깐풍기 (18,000원), 통파육 (20,000원), 호남닭고기 (18,000원), 호남중새우 (25,000원), 깐풍새우 (20,000원), 양꼬치 (15,000원), 양갈비 (18,000원), 고급양갈비 (22,000원), 매운소고기 (15,000원), 양갈비살꼬치 (18,000원), 계란토마토 (13,000원), 동파육 (20,000원)",영업시간 매일 17:00 ~ 05:00
미우야,"돈까스,우동",3.3,374,"서울 서초구 강남대로23길 90 기정빌딩 1층
(지번) 양재동 116-5",37.47402159,127.0353605,02-577-6348,메뉴 없음,"영업시간 매일 11:30 ~ 21:00 · 휴게시간 월,토,일 15:00 ~ 17:30"
진스시,"초밥,롤",3.8,123,"서울 서초구 강남대로43길 22-2
(지번) 서초동 1357-60",37.48753017,127.0311192,02-588-3330,"저녁 C 코스 (60,000원), 점심 C 코스 (39,000원), 저녁 A 코스 (39,000원), 저녁 B 코스 (45,000원), 점심 A 코스 (22,000원), 점심 B 코스 (28,000원), 모듬초밥 (35,000원), 참다랑어 뱃살 (20,000원), 광어사시미 (20,000원), 연어사시미 (20,000원), 새우튀김 (20,000원), 광어초밥 (10,000원), 도로초밥 (15,000원), 회덮밥 (20,000원), 우동 (5,000원)",영업시간 매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00
서래쭈꾸미 서래본점,"해물,생선",3.2,55,"서울 서초구 서래로5길 6 1층
(지번) 반포동 95-10",37.49795376,126.9979189,02-599-5118,"쭈꾸미 정식 (2인이상) (15,000원), 쭈꾸미 철판 (2인이상) (15,000원), 코다리찜 정식 (2인이상) (15,000원), 시래기코다리찜 (39,000원), 가오리찜 (39,000원), 눈꽃치즈쭈꾸미철판 (2인이상) (16,000원), 김치짜글이 (26,000원), 고등어구이 (13,000원), 쭈꾸미소면 (28,000원), 바싹불고기 (24,000원), 부추전 (15,000원), 깻잎전 (13,000원), 새우튀김 (중) (4마리) (9,000원)",영업시간 매일 11:30 ~ 21:00 · 휴게시간 매일 15:00 ~ 17:00
황재벌,장어,3,317,"서울 서초구 남부순환로347길 42-4 1층 102호
(지번) 서초동 1360-47",37.48612928,127.0314429,02-3471-5454,"양념꼼장어 (21,000원), 양념 쭈꾸미 (21,000원), 소금 왕꼼장어 (25,000원), 양념 닭발 (20,000원), 열무국수 (7,000원), 소금 쭈꾸미 (21,000원), 계란찜 (5,000원), 열무냉면 (7,000원), 잔치국수 (7,000원), 알주먹밥 (5,000원)",영업시간 매일 15:00 ~ 23:30
진동둔횟집,회,3.8,109,"서울 서초구 강남대로91길 18
(지번) 잠원동 36-32",37.512273,127.0196415,02-511-2179,"세꼬시 (49,000원), 전어(1인) (49,000원), 개불(1인) (변동가격), 미더덕찜 (35,000원), 회덮밥 (13,000원)",영업시간 월~토 12:00 ~ 22:00
이솔라,이탈리안,3.4,99,"서울 서초구 올림픽대로 2085-14 세빛섬 가빛섬 1층
(지번) 반포동 650",37.5124362,126.9959623,02-533-0077,"런치 파스타 코스 (Traditional) (33,000원), 런치 파스타 코스 (Signature) (35,000원), 런치 파스타 코스 (Special) (38,000원), 런치 스테이크 코스 (45,000원), 이솔라 스페셜 스테이크 코스 (가격정보 없음), 이솔라 스페셜 바닷가제와 스테이크 코스 (가격정보 없음)",영업시간 매일 11:30 ~ 21:30 · 휴게시간 월~금 15:00 ~ 17:30
로리스더프라임립,"스테이크,립",3.8,394,"서울 서초구 서초대로 411 GT타워 3층
(지번) 서초동 1317-23",37.49810835,127.0259227,02-590-2800,"캘리포니아 컷 (69,000원), 잉글리시 컷 (80,000원), 로리 컷 (95,000원), 다이아몬드 짐 브래디 컷 (128,000원), 비프 보울 컷 (158,000원), 프렌치 프라이（레귤러 컷） (7,000원)",영업시간 매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:30
만원수산,회,3.7,309,"서울 서초구 서초대로77길 37 서초월드상가 3층 302호
(지번) 서초동 1308-10",37.50099462,127.0251043,010-9780-8184,"추천모듬회 (53,000원), 광우연 (47,000원), 우광이 (37,000원), 싱싱이 (50,000원), 광연이 (37,000원), 왕새우감자튀김 (15,000원), 회무침 (10,000원), 매운탕 (12,000원), 막회 (38,000원), 광돔이 (45,000원)",영업시간 매일 16:00 ~ 01:00
일점사,"육류,고기",3.2,18,"서울 서초구 반포대로22길 94
(지번) 서초동 1568-2",37.49118296,127.0132947,02-582-0321,"양념소갈비살 (1.4kg) (85,000원), 양념소갈비살 (700g) (47,000원), 등심 (1kg) (85,000원), 등심 (500g) (47,000원), 양념소갈비살 (700g)+등심 (500g) (85,000원), 참나무훈연삼겹살 (1.4kg) (65,000원), 참나무훈연삼겹살 (700g) (39,000원)",영업시간 매일 11:00 ~ 23:00 · 휴게시간 매일 16:00 ~ 17:00
만다린,중국요리,3.7,55,"서울 서초구 방배로6길 10-15 1,2층
(지번) 방배동 1020-2",37.47848417,127.0006099,02-581-3366,"삼선짬뽕 (14,000원), 탕수육(소) (20,000원), 짜장면 (9,000원), 유산슬밥 (18,000원), 삼선백짬뽕 (14,000원), 삼선고추짬뽕 (14,000원)","영업시간 월,화,목,금,토,일 11:00 ~ 21:00 · 휴게시간 월,화,목,금,토,일 15:00 ~ 17:00"
악바리,"호프,요리주점",3.2,102,"서울 서초구 서초대로77길 41 1층
(지번) 서초동 1308-6",37.50124467,127.0250115,02-3482-3080,"빠삭~튀긴 옛날 치킨 (17,000원), 석쇠불고기 (1판) (27,000원), 아~주매운 홍합찜 (19,000원), 오징어 보쌈 (17,000원), 해물 김치 피자전 (15,000원), 오뎅탕 (17,000원), 69cm 계란말이 (23,000원), 악바리 후라이드 치킨 (18,000원), 악바리 허니갈릭 치킨 (19,000원), 치킨 쫄깃 떡볶이 (17,000원), 닭모래집 후라이드 (19,000원), 닭모래집 소금구이 (17,000원), 닭모래집 고추장구이 (19,000원), 얼큰한 냄비 닭 도리탕 (25,000원), 매운돼지갈비찜 (25,000원), 오돌뼈 고추장볶음 (19,000원), 매운 소갈비찜 (27,000원), 해물김치 피자전 (15,000원), 계란찜 (15,000원), 모듬조개탕 (19,000원), 꽁치 김치찌개 (19,000원)",매일 00:00 ~ 24:00
레몬그라스타이,태국음식,3.9,455,"서울 서초구 효령로68길 67 1층
(지번) 서초동 1442-9",37.4853601,127.0213179,02-522-3029,"메뉴판 (0원), LUNCH A 2인 (19,000원), LUNCH B 2인 (22,000원), LUNCH 3인 (32,000원), LUNCH 4인 (40,000원), A COURS (135,000원), B COURS (150,000원), SPECIAL 3~4인 (66,500원), 깽키여우완까이 (16,000원), 파냉까이 (16,000원), 똠양꿍 (15,000원), 끄라둑언똠셉 (15,000원), 팍붕파이뎅 (12,000원), 쏨땀 (10,000원), 얌운센 (9,000원), 텃만꿍 (10,000원), 뻐삐야텃 (7,000원), 짜쬬 (7,000원), 삑까이텃 (6,000원), 모듬튀김요리 (24,000원), 카이찌여우 (7,000원), 쏨땀 까이텃 (19,000원), 카오팟꿍 (10,000원), 카오팟뿌 (10,000원), 나시고랭 (11,000원), 카오팟싸파롯 (11,000원), 카오팟똠얌 (11,000원), 끄라파우무쌉랏카오 (12,000원), 파냉까이랏카오 (13,000원)",영업시간 매일 11:00 ~ 21:00
송가옥,"곱창,막창",4.5,50,"서울 서초구 반포대로20길 57 한송빌딩 지하 1층
(지번) 서초동 1564-7",37.4885808,127.0129071,02-581-9297,"소대창(1인) (19,000원), 소곱창(1인) (17,000원), 양(특) (25,000원), 깃머리(특) (25,000원), 소막양(1인) (17,000원)",영업시간 월~금 17:00 ~ 22:00
베트남이랑,베트남음식,3.6,669,"서울 서초구 서초대로77길 15 대경빌딩 지하1층
(지번) 서초동 1317-5",37.49893787,127.0260752,070-8880-1105,"소고기쌀국수(M) (9,500원), 우삼겹쌀국수(M) (11,000원), 모듬쌀국수 (12,000원), 똠양쌀국수(M) (12,000원), 모듬곱창쌀국수 (15,000원), 모듬곱창국밥 (15,000원), 모듬대창쌀국수 (18,000원), 모듬대창국밥 (18,000원), 얼큰해산물쌀국수 (12,000원), 왕갈비쌀국수 (18,000원), 뼈쌀국수 (12,000원), 얼큰해장국밥 (11,000원), 곱창전골 (소) (25,000원), 스테이크덮밥 (15,000원), 나시고랭 (12,000원), 모닝글로리 (9,000원), 야채볶음밥 (10,000원), 소고기볶음밥 (11,000원), 해산물볶음밥 (11,000원), 야채튀김면 (12,000원), 소고기튀김면 (15,000원), 해산물튀김면 (15,000원), 야채볶음면 (10,000원), 소고기볶음면 (12,000원), 해산물볶음면 (12,000원), 파타이 (13,000원)",영업시간 매일 11:00 ~ 23:30
린참치,참치회,4.5,145,"서울 서초구 강남대로43길 17
(지번) 서초동 1358-3",37.48736261,127.0313583,02-3473-7490,"점심특선 (18,000원), 참치회 (특) (1인) (45,000원), 참치회 (스페셜) (59,000원), 참치회 (골드) (80,000원), 새우튀김 (30,000원), 메로구이 (30,000원), 회정식 (A) (23,000원), 회정식 (B) (35,000원), 초밥 (25,000원), 생대구탕 (35,000원), 대구탕 (15,000원), 알탕 (15,000원), 메로탕 (12,000원), 회덮밥 (10,000원), 알밥 (10,000원), 모밀(소바)정식 (12,000원), 우동정식 (10,000원)",영업시간 매일 11:00 ~ 22:00 · 휴게시간 월~금 15:00 ~ 16:30
무초,"육류,고기",4.2,120,"서울 서초구 마방로10길 18-16 1층
(지번) 양재동 264-9",37.47611278,127.0431202,02-576-5622,"드라이에이징 티본 (100g) (22,000원), 드라이에이징 채끝(150g) (24,000원), 돼지고기 김치찌개 (8,500원), 이베리코 목살(160g) (15,000원), 이베리코 갈비살(160g) (15,000원), 한돈 삼겹살(160g) (15,000원)",영업시간 월~금 11:30 ~ 21:30 · 휴게시간 월~금 14:00 ~ 17:00
푸주옥,설렁탕,4,46,"서울 서초구 서초중앙로26길 5 하림빌딩1 1층
(지번) 서초동 1699-14",37.49565449,127.0140026,02-596-2350,"설렁탕 (13,000원), 무릎 도가니탕 (22,000원), 특설렁탕 (16,000원), 내장 특곰탕 (18,000원), 꼬리 곰탕 (25,000원), 왕만두 (7,000원), 모듬수육(소) (50,000원), 모듬수육(대) (60,000원), 도가니수육(소) (50,000원), 도가니수육(대) (60,000원), 꼬리수육(소) (50,000원), 꼬리수육(대) (70,000원)",매일 06:00 ~ 23:00
디오디아2.0,뷔페,4.2,740,"서울 서초구 강남대로 213 엘타워 4층
(지번) 양재동 24-6",37.48276664,127.0349496,02-526-8700,메뉴 없음,영업시간 월~금 12:00 ~ 21:00 · 휴게시간 월~금 14:30 ~ 18:00
