이름,평점,리뷰수,주소,위도,경도,전화번호,메뉴
더이퀼리브리엄커피,4.4,556,"서울 광진구 아차산로30길 7 3층 더이퀼리브리엄 커피
(지번) 자양동 7-30",37.5403541616654,127.067833632739,010-5551-6073,"수제 밀크티 (7,000원), 아메리카노 (5,500원), 딥바닐라 (6,500원), 밀크 카라멜 (6,500원), 블랙 라떼 black latte (6,500원), 카페라떼 (5,500원), 에스프레소 (4,500원)"
사월식당,4.2,96,"서울 광진구 자양로11길 4 달성빌딩 1층
(지번) 자양동 627-24",37.5348716114506,127.083778779612,02-453-4730,"모듬사시미 (1인) (20,000원), 사시미고마아에 (15,000원), 시토미고노와다 (15,000원), 사시미슈토아에 (15,000원), 시로미세비체 (15,000원)"
요비,4.7,867,"서울 광진구 아차산로29길 34 지층
(지번) 화양동 9-45",37.5422815915509,127.068903207917,02-462-1080,"2인사시미 (35,000원), 통우럭튀김 (21,900원), 살치살 타다끼 (17,500원), 백김치 차슈모리 (16,500원), 모츠나베 (22,900원), 돼지고기 숙주볶음 (13,900원), 소고기 숙주볶음 (14,900원), 명란버터구이 (14,000원), 모듬꼬치6종 (15,800원), 핫닭껍질튀김 (10,900원)"
메이빌 본점,4.3,144,"서울 광진구 아차산로29길 7 지하1층
(지번) 화양동 48-25",37.5413187018557,127.06811195523,02-469-4267,"투움바 파스타[매콤] (13,800원), 쉬림프토마토파스타 (13,500원), 아마트리치아나[매움] (13,500원), 빠네 파스타[매콤] (15,500원), 볼로네제 리가토니 파스타[매움] (13,500원), 디아블로 (13,000원), 디아블로리조또 (13,000원), 로제 빠네 파스타[매콤] (15,500원), 쉬림프 알리오 올리오 (13,000원), 고르곤졸라 피자 (15,800원), 갈릭스노윙 피자 (15,800원), 케이준치킨샐러드 (8,500원), 보코치니치즈샐러드 (8,500원), 까르보나라 (13,300원), 핫 까르보나라[매움] (13,500원), 얼큰국물크림파스타[매움] (14,500원), 해산물크림파스타 (14,500원), 명란크림파스타 (14,000원), 해산물토마토파스타 (14,500원), 얼큰국물토마토파스타[매움] (14,500원), 감베로니리조또 (12,800원), 해산물크림리조또[매움] (13,300원), 해산물토마토리조또 (13,300원), 해산물김치볶음밥 (13,000원), 로제쉬림프파스타 (13,500원), 로제베이컨파스타 (13,500원), 로제해산물파스타 (14,500원), 명란 바질페스토 파스타 (13,500원), 레몬딜파스타 (13,500원), 마르게리따 피자 (15,800원)"
송화양꼬치,4.2,249,"서울 광진구 동일로18길 70 1층
(지번) 자양동 11-2",37.5387902090107,127.066561675272,02-462-7826,"오리지널 양꼬치 (10꼬치) (18,000원), 송화양꼬치 (16,000원), 청경채표고버섯 (13,000원), 토마토계란볶음 (10,000원), 새우살청경채 (15,000원)"
원보양꼬치,4.3,660,"서울 광진구 동일로18길 23 1층
(지번) 자양동 16-37",37.5397769603152,127.064328638867,02-467-7771,"양고급갈비 (3개) (35,000원), 양고급등갈비 (16,000원), 양꼬치 (15,000원), 양갈비살 (15,000원), 소갈비살 (15,000원)"
도치피자 강변,4.4,316,"서울 광진구 아차산로62길 14-4
(지번) 구의동 218-10",37.539057067422,127.093337612401,02-446-8006,"감베리 풍기 샐러드 (18,500원), 감베리 크레마 (19,500원), 시저샐러드 (17,500원), 카프레제 (17,000원), 마르게리따 (24,500원), 고르곤졸라피자 (22,000원), 콰트로스타지오네 (27,500원), 프리마베라 (26,500원), 감베리 (25,000원), 콰트로 포르마지 (26,500원), 카프리쵸사 (26,500원), 디아볼라 (24,000원), 콰트로 풍기 (25,000원), 홍합 나티보 (19,000원), 감베리 루꼴라 (23,500원), 버팔로 뽀모도로 (21,000원)"
멕시칼리,4.6,"1,861","서울 광진구 능동로36길 181 1층
(지번) 능동 256-8",37.5527239800087,127.088391279009,070-7623-1707,"소고기 타코(2TACOS) (11,300원), 돼지고기 타코(2TACOS) (10,300원), 소고기 께사디야 (14,300원), 돼지고기 께사디야 (13,300원), 과꽈몰레 나초 (8,800원), 새우타코 (11,800원), 피쉬타코 (11,800원), 비리아타코 (12,800원), 소고기타코랩 (11,800원), 돼지고기타코랩 (10,800원), 몰까헤떼믹스또 (43,000원), 스피니치&머쉬룸샐러드 (26,000원), 시저꼰뽀요샐러드 (18,000원), 비프치즈나초 (12,800원), 치즈나초 (6,800원), 멜티즈치즈딥나초 (7,800원), 스피니치딥나초 (11,300원), 빠빠 (11,800원), 할라빼뇨믹스또 (5,800원), 께소 (6,800원), 과까몰레 (6,800원)"
얼땅쟈,4.1,97,"서울 광진구 동일로18길 68 1층
(지번) 자양동 11-3",37.5387752409345,127.066422037167,02-467-2886,"모든탕 (12,000원)"
매복식당,4.7,309,"서울 광진구 아차산로57길 10-1 1층 102호
(지번) 구의동 221-34",37.5390109528236,127.088398171375,02-458-0427,"프리미엄 급랭삼겹(160g) (13,000원), 프리미엄 한우차돌(120g) (19,000원), 프리미엄 급랭목살(180g) (14,000원), 얼큰 삼겹 된장찌개 (8,000원), 밥도둑 흑돼지 김치찌개 (8,000원), 한라산 폭발 계란찜 (4,000원), 불닭볶음면 (4,000원), 날치알 볶음밥 (4,000원)"
스위트앤카츠 화양직영점,3.6,50,"서울 광진구 광나루로17길 14 1층
(지번) 군자동 373-7",37.548233960445,127.072792760704,02-467-0053,"무한리필(평일점심) (11,900원), 무한리필(평일저녁) (12,900원), 무한리필(주말,공휴일) (13,500원), 무한리필 초등학생(평일점심) (9,500원), 무한리필 초등학생(주말,공휴일) (9,900원), 미취학(24개월~) (5,500원)"
망향비빔국수 광진점,3.7,56,"서울 광진구 천호대로 694 1층
(지번) 구의동 73-5",37.5493138789394,127.09123898596,02-454-1357,"망향 비빔국수 (9,000원), 망향 잔치국수 (8,000원), 통등심 돈가스 (10,000원), 망향 손만두 (4,000원), 망향 물만두 (5,000원), 망향 갈비만두 (5,000원), 망향 치즈만두 (5,000원), 망향 생포장（3인） (18,000원), 망향 아기국수 (2,500원), 망향 아기잔치국수 (2,500원), 어린이 돈가스 (5,000원), 토핑 돈가스 (4,000원), 망향 어묵 (3,000원), 코카콜라 355mL (2,000원), 칠성사이다 355mL (2,000원), 환타오렌지 355mL (2,000원), 환타파인 355mL (2,000원), 웰치스포도 355mL (2,000원), 망향 양념포장（3인） (13,000원)"
맥도날드 어린이대공원점,2.9,51,"서울 광진구 광나루로 392 1층
(지번) 화양동 212",37.547301943571,127.073123076689,02-6212-6500,"한입초코츄러스3조각 (가격정보 없음), 맥스파이시 상하이 투움바 (가격정보 없음), 슈비 투움바 (가격정보 없음), 더블 쿼터파운더 치즈 (가격정보 없음), 맥스파이시 상하이 버거 (가격정보 없음), 토마토 치즈 비프 버거 (가격정보 없음), 빅맥 (가격정보 없음), 트리플 치즈버거 (가격정보 없음), 1955 버거 (가격정보 없음), 더블 불고기 버거 (가격정보 없음), 불고기 버거 (가격정보 없음), 슈슈 버거 (가격정보 없음), 슈비 버거 (가격정보 없음), 베이컨 토마토 디럭스 (가격정보 없음), 치즈버거 (가격정보 없음), 더블 치즈버거 (가격정보 없음), 햄버거 (가격정보 없음), 드립 커피 (가격정보 없음), 해쉬 브라운 (가격정보 없음), 후렌치 후라이 (가격정보 없음), 맥너겟 (가격정보 없음), 아메리카노 (가격정보 없음)"
엘루이피자 건대점,4.1,43,"서울 광진구 아차산로33길 35 1층
(지번) 화양동 8-4",37.5419397214626,127.070482168556,02-463-1365,"직화 불고기 피자 (19,900원), 페퍼로니 피자 (17,900원), 베이컨 포테이토 피자 (17,900원), 치즈 피자 (15,000원), 하와이안 피자 (17,900원), 고르곤졸라 피자 (17,900원), 양념치킨 (17,000원), 케이준 치킨 샐러드 (13,000원), 치즈시즈닝 감자튀김 (9,000원)"
광장동가온,3.0,139,"서울 광진구 아차산로78길 75 현대골든텔2차 106호
(지번) 광장동 102",37.5515973987517,127.110984517421,02-3436-7100,"초계메밀국수 (15,000원), 가온 곰국시 (14,000원), 모듬 보쌈 (62,000원), 오징어 순대 (20,000원), 고기/김치 손만두 (10,000원), 바싹불고기 (18,000원), 수육정식 (45,000원), 보쌈정식 (39,000원), 만두국 (14,000원), 모듬전 (45,000원), 보쌈(중) (48,000원), 육전 (35,000원)"
새로이,4.5,259,"서울 광진구 능동로17길 5 1층
(지번) 화양동 94-1",37.546055025643,127.073018997047,02-6404-2415,"코스요리 (28,000원)"
비스타워커힐서울 피자힐,3.6,914,"서울 광진구 워커힐로 177
(지번) 광장동 22-1",37.5586287308609,127.11170683593,1670-0005,"콰트로피자 (92,000원), 세이스피자 (104,800원), 하프앤하프피자 (69,600원)"
보난자커피 군자점,3.2,641,"서울 광진구 능동로 239-1 B동 1층
(지번) 군자동 270",37.5516413660904,127.076203776649,070-4110-3113,"프랍 (7,500원), 아메리카노 (5,300원), 카페라떼 (6,200원), 아이스 카푸치노 (6,500원), 서울라떼 (6,500원), 필터커피 (변동가격), 플랫화이트 (6,000원)"
우성기사식당,3.1,53,"서울 광진구 자양번영로 60 1층
(지번) 자양동 611-3",37.5347380217324,127.07643084747,02-453-4636,"삼겹살 (200g) (12,000원), 세트A (2인) (22,000원), 세트B (2인) (22,000원), 세트C (2인) (22,000원), 세트D (2인) (26,000원), 삼겹살세트 (27,000원), 시골청국장 (9,000원), 양념삼치구이 (10,500원), 돼지불백 (10,000원), 오징어볶음 (10,000원), 동태탕 (11,000원), 오불백 (11,000원), 자반구이 (10,000원), 조기구이 (10,000원), 갈치조림 (11,000원), 김치찌개 (9,000원), 된장찌개 (9,000원)"
맛좋은순대국,4.0,96,"서울 광진구 자양번영로1길 22
(지번) 자양동 585-19",37.5308786947476,127.07370575729,02-458-5737,"술국 (18,000원), 내장 (18,000원), 머리고기 (18,000원), 순대국밥 (보통) (9,000원), 순대국밥 (특) (10,000원)"
매화반점 본점,3.1,157,"서울 광진구 동일로18길 105
(지번) 자양동 5-11",37.5384491565692,127.068494273299,02-498-1939,"꿔바로우 (16,000원), 크림새우 (18,000원), 레몬새우 (18,000원), 유림기 (18,000원), 경장육슬 (16,000원), 매화양꼬치 (16,000원), 양갈비 (25,000원), 가지튀김 (14,000원), 레본새우 (18,000원), 온면 (9,000원), 꽃빵 (9,000원), 계란볶음밥 (7,000원), 해물간장볶음밥 (9,000원), 새우볶음밥 (8,000원), 냉면 (9,000원), 황금꽃빵 (10,000원), 매화수제물만두 (9,000원), 마라탕 (24,000원), 삼전짬뽕탕 (17,000원), 사천마라돼지고기 (17,000원), 볶음면 (13,000원), 해물누룽지탕 (19,000원)"
릴리베이커리,3.9,278,"서울 광진구 능동로13길 21 1층
(지번) 화양동 11-30",37.542990776489,127.070718066762,02-469-0888,"고메버터 릴리소금빵 (3,500원), 허니버터 마늘빵 (6,500원), 약과쿠키 (5,500원), 인절미 크림빵 (4,500원), 연유바게트 (5,000원), 크루키 (6,000원), 메론빵 (3,600원)"
행복한우,3.7,"1,789","서울 광진구 구의강변로 30
(지번) 구의동 599",37.5336989898548,127.091855583013,02-446-6987,"한우꽃등심 (45,000원), 한우살치등심 (50,000원), 한우안심 (50,000원), 한우꽃살 (65,000원), 한우차돌박이 (28,000원), 한우육회 (28,000원), 한우육사시미 (40,000원), 갈비살 (24,000원), 양념소갈비 (32,000원), 생삼겹살 (17,000원), 생목살 (17,000원), 돼지왕갈비 (18,000원), (점심특선) 돼지불백+된장찌개+가마솥밥 (11,000원), (점심특선)오징어돼지불백+된장찌개+가마솥밥 (13,000원), 항정살 (18,000원), 진꽃갈비살 (29,000원), 전복갈비탕 (19,000원), 영양특갈비탕 (20,000원), 갈비탕 (15,000원), 떡만두국 (10,000원), 된장찌개 (8,500원), 차돌된장찌개 (10,000원), 김치찌개 (9,000원), 선지해장국 (9,000원), 오장동함흥냉면 (10,000원)"
로니로티 건대점,3.9,908,"서울 광진구 아차산로 225 3층
(지번) 화양동 7-44",37.5409180841466,127.068481030029,02-498-7999,"목살스테이크 샐러드 (17,900원), 리코타 치즈 샐러드 (16,900원), 오이스터 해물 크림 스파게티 (14,900원), 게살 딥 로제 스파게티 (14,900원), 목살필라프 (15,900원), 해산물 크림 리조또 (14,900원), 부채살 스테이크 샐러드 (19,900원), 베이컨 까르보나라 (14,900원), 해산물 올리브 스파게티 (13,900원), 해산물 토마토 스파게티 (14,900원), 해산물 야끼 필라프 매운맛 (15,900원), 고르곤졸라 피자 (17,900원), 마르게리따 피자 (17,900원), 갈릭 삼겹살 스테이크 샐러드 (17,900원), 치킨 찹 스테이크 샐러드 (17,900원), 닭가슴살 샐러드 (16,900원), 핑거텐더 샐러드 (16,900원), 버팔로 윙 샐러드 (16,900원), 새우 샐러드 (16,900원), 이탈리안 돈까스 샐러드 (14,900원), 오이스터 베이컨 크림 스파게티 매콤한맛 (14,900원), 오이스터 닭가슴살 크림 스파게티 (14,900원), 해산물 까르보나라 (14,900원), 치킨 버섯 크림 스파게티 (14,900원), 눈꽃 치즈 토마토 스파게티 (17,900원), 차돌박이 상하이 스파게티 (17,900원), 새우 필라프 (15,900원), 김치 필라프 (14,900원), 커리게살 필라프 (15,900원), 치킨필라프 (15,900원)"
강남면옥 광장점,3.3,25,"서울 광진구 구의강변로 106 삼성쉐르빌 109호
(지번) 구의동 199-18",37.53985699394,127.09489656845,02-446-5539,"비빔냉면 (12,000원), 물냉면 (12,000원), 갈비찜（갈비탕 국물 포함） (52,000원), 갈비탕 (16,000원), 수제만두 (6,000원), 만두국 (11,000원), 회냉면 (13,000원), 홍어회（간재미무침） (25,000원), 떡만두국 (11,000원), 공기밥 (1,000원), 콜라 500ml (3,000원), 스프라이트 355ml (2,000원), 처음처럼 (5,000원), 참이슬 후레쉬 (5,000원), 진로이즈백 (5,000원), 청하 (7,000원), 카스 (6,000원), 테라 (6,000원), 장수막걸리 (4,000원)"
장순루,4.3,121,"서울 광진구 아차산로76길 11 1층
(지번) 광장동 325-1",37.5478410417974,127.107781108425,02-447-8888,"자장면 (7,000원), 짬뽕면 (8,000원), 백짬뽕 (10,000원), 새우짬뽕 (12,000원), 고추짬뽕 (11,000원), 삼선짱뽐 (10,000원), 삼선간짜장 (10,000원), 삼선우동 (10,000원), 삼선울면 (10,000원), 기스면 (10,000원), 사천짜장 (10,000원), 초면 (12,000원), 쟁반짜장 (2인분) (20,000원), 굴짬뽕 (11,000원), 냉면 (11,000원), 야채당면 (12,000원), 새우탕면 (15,000원), 우육탕면 (18,000원), 잡탕밥 (18,000원), 산술밥 (5,000원), 소고기덮밥 (18,000원), 게살볶음밥 (10,000원), 새우볶음밥 (10,000원), 어향가지덮밥 (13,000원), 삼선볶음밥 (10,000원), 볶음밥 (8,000원), 사천마라탕 (3~4인분) (30,000원), 불도장 (1인분) (80,000원), 옥수수스프 (3~4인분) (30,000원), 전가복 (3~4인분) (100,000원), 팔보채 (3~4인분) (50,000원), 고추잡채 (3~4인분) (45,000원), 부추잡채 (3~4인분) (45,000원)"
산골닭갈비,3.5,84,"서울 광진구 구의강변로7길 5 1층
(지번) 구의동 217-27",37.5381848102594,127.093222472755,02-444-7985,"뼈없는닭갈비 (1인) (14,000원)"
소바쿠,3.7,173,"서울 광진구 천호대로 650 1층
(지번) 능동 256-4",37.5527243170166,127.088782731691,02-447-1470,"토리카라 (6,500원), 새우 (2,500원), 단호박 (1,000원), 가지 (1,000원), 고구마 (1,000원), 꽈리고추 (1,000원), 모듬튀김 (5,500원)"
꼬메노,4.7,108,"서울 광진구 군자로7길 29 1층
(지번) 화양동 16-24",37.5456007654945,127.0690867505,02-468-5177,"카페라떼 (4,500원), 아메리카노 (4,000원), 퐁당 오 쇼콜라 (6,500원), 티라미수 (6,500원), 생과일에이드 (6,000원), 쇼콜라떼/말차라떼/밀크티 (5,500원), 바닐라라떼/헤이즐넛라떼 (5,000원), 진토닉/쿠바리브레/카페깔루아 (8,000원)"
옥루몽 어린이대공원점,4.3,197,"서울 광진구 능동로 183 1층
(지번) 화양동 111-124",37.5470202245821,127.073665406544,02-466-9700,"옥루몽 단팥죽 한상 (13,000원), 옥루몽 단호박죽 한상 (13,000원), 전통팥죽 (13,000원)"
이화만두,4.2,297,"서울 광진구 능동로 278-1 1층
(지번) 능동 282-3",37.5547086887645,127.078457103016,02-455-3486,"왕교자 고기만두(5개) (7,000원), 왕교자 김치만두(5개) (7,000원)"
화양시장할머니순대국,3.6,69,"서울 광진구 아차산로 293 1층
(지번) 자양동 226-24",37.5386698536798,127.075658552272,02-457-3989,"골고루 (11,000원), 순대만 (11,000원), 머리만 (11,000원), 내장빼기 (11,000원), 순대빼기 (11,000원), 머리빼기 (11,000원), 대창빼기 (11,000원), 내장만 (14,000원), 오소리만 (14,000원), 아기집만 (14,000원), 대창만 (16,000원), 술국 (골고루)(소) (30,000원), 술국 (내장만)(소) (40,000원), 머리모듬 (소) (30,000원), 골고루모듬 (소) (30,000원), 내장모듬 (소) (40,000원), 순대내장볶음(1인) (15,000원), 순대만볶음(1인) (15,000원), 내장만볶음(1인) (18,000원), 대창만볶음(1인) (20,000원), 삼색순대(1인) (15,000원), 일반순대(1인) (8,000원), 편육 (15,000원), 뼈해장국 (10,000원), 양선지해장국 (10,000원), 김치찌개 (8,000원), 꽁치김치찌개 (8,000원)"
이이요,4.2,524,"서울 광진구 능동로32길 6
(지번) 능동 225-1",37.5551942013519,127.078915170247,02-3437-2225,"이이요특선초밥 (23,000원), 이이요초밥 (16,000원), 광어초밥 (18,000원), 묵은지광어초밥 (18,000원), 연어초밥 (17,000원), 광어+연어덮밥 (17,000원), 소고기초밥 (14,000원), 삶은새우초밥 (12,000원), 연어마끼 (19,500원), 회덮밥 (15,000원), 낫또회덮밥 (16,500원), 새우장밥 (13,500원), 연어덮밥 (16,000원), 간장새우연어밥 (17,000원), 홍새우연어덮밥 (17,000원), 광어지느러미연어밥 (18,000원), 도미연어덮밥 (18,000원), 이이요마끼 (12,000원)"
훈춘양꼬치,4.6,157,"서울 광진구 아차산로34길 38
(지번) 자양동 5-26",37.5384744323528,127.068876848726,02-464-6808,"온면 (7,000원), 계란볶음밥 (7,000원), 냉면 (8,000원), 가지볶음 (7,000원), 야채마라탕 (9,000원), 새우살볶음밥 (7,000원), 양고기야채마라탕 (13,000원), 새우살군만두 (13,000원), 양탕 (10,000원), 고급양갈비(300g) (35,000원), 송아지갈비살 꼬치(10p) (22,000원), 양꼬치 꼬치(10p) (16,000원), 오돌뼈 꼬치(10p) (14,000원), 양갈비살 꼬치(10p) (22,000원), 풍류가지 (17,000원), 지삼선 (17,000원), 꿔바로우(소) (13,000원), 향라대하 (18,000원), 향라오징어 (18,000원), 깐풍기 (18,000원), 향라닭날개 (18,000원), 유린기 (18,000원), 깐쇼새우 (18,000원), 쯔란양고기 (20,000원), 크림새우 (18,000원), 고기가지튀김 (17,000원), 어향가지 (17,000원), 마라룽샤 (45,000원), 해물누룽지 (18,000원), 마라샹궈 (25,000원)"
