이름,평점,리뷰수,주소,위도,경도,전화번호,메뉴
킹수제만두,4.0,335,"서울 동대문구 한빛로 3 1층
(지번) 신설동 80-4",37.5765246825914,127.024124604777,02-926-0288,"마파두부 (26,000원), 고기새우찐만두 (14,000원), 고기새우군만두 (15,000원), 마파두부덮밥 (14,000원), 목이버섯계란덮밥 (14,000원), 궈바로우（탕수육） (32,000원), 고기새우물만두 (14,000원), 매운오징어 (31,000원), 공깃밥 (1,000원), 차파이（복숭아） 500ml (4,000원), 빙홍차 500ml (4,000원), 빙탕쉐리 500ml (4,000원), 왕노지 310ml (4,000원)"
민들레영토 경희대점,4.9,79,"서울 동대문구 경희대로1길 34 1-2층
(지번) 회기동 60-84",,,02-959-3733,"문화마을 (5,000원), 커피 (1,000원), 케이크 (4,000원), 치즈오븐떡볶이 (7,000원), 빠네크림파스타 (15,000원)"
놀부만두,3.6,223,"서울 동대문구 망우로16길 15 1층
(지번) 휘경동 276-33",37.5893525413018,127.061487903115,02-2241-7550,"고기통만두 (10개) (6,000원), 김치만두 (8개) (6,000원), 판모밀 (8,000원), 비빔모밀 (8,000원), 온모밀 (8,000원), 유부우동 (7,000원), 쫄면 (8,000원), 비빔밥 (8,000원), 사골만두국 (8,000원), 사골떡만두국 (8,000원), 사골떡국 (8,000원)"
비나레스토랑,4.6,76,"서울 동대문구 안암로24길 4
(지번) 제기동 137-41",37.5884310249523,127.035287620012,02-926-5860,"달 후라이드 （Dal Fried ） (10,000원), 알루 고비 （Aloo Govi ） (13,000원), 차나 마살라 （Chhana Masala ） (13,000원), 탄두리치킨한마리TCNChicken Full (22,000원), 탄두리치킨반마리TCN Chicken Half (12,000원), 치킨말라이카밥ChickenMalaiKabab (15,000원), 로띠（Roti ） (2,500원), 알루 퍼라타（Aloo Paratha） (5,000원), 파니르 카다이 （Paneer kadai ） (15,000원), 치킨 마카니 Chicken Makhani (12,000원), 치킨티카마살라ChickenTikka Masa (12,000원), 램 빈달루 （Lamb Vindaloo ） (14,000원), 램 마살라（Lamb Masala ） (15,000원), 램 코르마 （Lamb Korma ） (16,000원), 프라운빈달루（ Prawn Vindaloo） (16,000원), 노바라트나 코르마Novaratna Korma (14,000원), 램 칠리（Lamb Chilli） (14,000원), 프라운 하라바라Prawn Haravara (14,000원), 프라운 칠리 （Prawn Chilli） (14,000원), 램 비르야니 （Lamb Biryani ） (14,000원), 알루 제라 （ Aloo zira ） (13,000원), 치킨 티카（ Chicken Tikka ） (13,000원), 알루 고비 （Aloo Govi ） (13,000원), 알루 제라 （Aloo zira ） (13,000원), 차나 마살라 （ Chhana Masala） (13,000원), 램 카다이 （Lamb Kadai ） (13,000원), 램 하라바라（Lamb Haravara ） (13,000원), 프라운 커리 （Prawn Curry ） (13,000원), 치킨 비르야니 Chicken Biryani (13,000원), 파러크 알루（Palak Aloo ） (12,000원)"
늘봄해물찜손칼국수 답십리본점,3.2,133,"서울 동대문구 전농로 39
(지번) 답십리동 267-8",37.5685603968442,127.056808153765,02-2215-5051,"해물찜 (55,000원), 낙지볶음 (24,000원), 해물낙지칼국수 (12,000원), 들깨칼국수 (9,000원), 아구찜 (42,000원), 전복찜 (100,000원), 바지락칼국수 (9,000원), 해물전복칼국수 (15,000원), 왕만두 (8,000원), 면사리 (3,000원), 공기밥 (2,000원), 물김치 (3,000원), 삶은낙지 한마리 (18,000원), 와사비 간장 (500원), 양배추 샐러드 (500원), 양파장아찌 (500원), 찜 낙지 추가 (18,000원), 전복추가 (5,000원), 삶은 낙지 (18,000원)"
할머니냉면,3.5,287,"서울 동대문구 왕산로37길 51
(지번) 제기동 470",37.5822715535487,127.043676583037,02-963-5362,"냉면 (7,000원), 냉면곱배기 (9,000원), 면사리 (3,000원)"
짱구네야끼만두,3.6,120,"서울 동대문구 경동시장로10길 45 1층
(지번) 제기동 486-28",37.5814268592729,127.043221880365,010-4002-3389,"야끼만두 (6개) (2,000원), 김말이(10개) (5,000원), 못난이만두(10개) (4,000원), 꼬마김밥 (5,000원)"
청량리남원통닭,3.4,375,"서울 동대문구 홍릉로1길 39 1층
(지번) 제기동 635-4",37.5804162833524,127.042785999351,02-968-9841,"반반（알바생 최애） (22,000원), 후라이드치킨（대）（사장님강추） (20,000원), 양념치킨（대） (22,000원), 닭똥집（알바생 강추／최애） (14,000원), 후라이드치킨 （소） (18,000원), 양념치킨（소） (20,000원), 닭똥집（양념） (16,000원), 콜라 500mL (2,000원), 사이다 500mL (2,000원)"
용두동쭈꾸미 본점,3.5,30,"서울 동대문구 무학로36길 10
(지번) 용두동 119-3",37.5772002478324,127.031064027464,02-925-3127,"용두동 쭈꾸미(오리지널) (15,000원), 삼겹살 (9,000원), 계란찜 (6,000원), 누룽지탕 (7,000원)"
먹깨비,3.6,240,"서울 동대문구 장한로 92 화성빌딩 105~107호
(지번) 장안동 365-6",37.5688108189618,127.069843827191,02-2249-2158,"꽃게탕/찜(중) (65,000원), 간장게장(소) (58,000원), 갈치조림(소) (39,000원), 해물탕/찜(소) (49,000원), 철판낙지(중) (39,000원), 꽃게범벅(소) (59,000원), 양념게장(소) (50,000원), 섞어찜(소) (59,000원), 새우구이 (30,000원), 전복찜 (60,000원), 낙지볶음(소) (30,000원), 산낙지 (30,000원), 연포탕(소) (39,000원)"
콘반,4.1,147,"서울 동대문구 한천로26길 48-12 듀펠센터 1층 102호
(지번) 장안동 390-3",37.5706170137502,127.0678881236,070-4134-3903,"로스카츠 (등심) (16,000원), 상로스카츠 (상등심) (18,000원), 히레카츠 (안심) (18,000원), 믹스카츠 (등심+안심) (22,000원), (한정) 도라이 카레 (12,000원), (한정) 스파이시 치킨 카레 (12,000원), 치킨 카라아게 정식 (13,000원), 한입 카레 (포크 or 치킨) (5,000원), 포테토 사라다 (5,000원), 유자 시소 셔벗 (4,000원), 클라우드 병맥주 (330ml) (5,000원), 아사히 병맥주 (330ml) (8,000원), 하이볼 (10,000원), 오늘의 니혼슈 (100ml) (10,000원), 오늘의 쇼츄 (60ml) (10,000원), 소프트 드링크 (3,000원)"
크치치킨 회기점,4.1,56,"서울 동대문구 회기로 125 1층
(지번) 회기동 60-93",37.5916217520723,127.05053472482,02-963-9285,"깻잎치킨 후라이드 콤보 (21,000원), 매콤크림파스타 (12,000원), 크림어니언치킨 콤보 (21,000원)"
망우로30,4.0,180,"서울 동대문구 망우로 30-1 1층
(지번) 휘경동 317-60",37.5880216007328,127.056801881646,010-3380-2386,"치킨콥샐러드 (15,000원)"
이문동그집,4.4,190,"서울 동대문구 이문로 195 1층
(지번) 이문동 255-380",37.6039600168189,127.061879754074,02-966-7892,"한우갈빗살 (25,000원), 한우꽃살 (19,000원), 한우차돌박이 (15,000원), 대패삼겹살 (7,000원), 소곱창전골 (1인) (2인 이상) (13,000원), 한우설렁탕 (9,000원), 한우해장국 (8,000원), 냉면 (물/비빔) (7,000원)"
한옥정,3.5,219,"서울 동대문구 답십리로 146-4
(지번) 답십리동 246-12",37.5725856773053,127.056255742304,02-2249-1082,"구운갈비정식 (15,000원), 생삼겹 (200g) (16,000원), 생등심 (200g) (30,000원), 돼지갈비 (250g) (15,000원), 해물버섯전골 (35,000원), 삼낙볶음 (12,000원), 불낙볶음 (12,000원), 고등어묵은지조림 (12,000원), 돼지묵은지조림 (12,000원), 갈치조림 (12,000원), 김치전골 (7,000원), 닭도리탕 (35,000원), 제육볶음 (10,000원), 갈치구이 (11,000원), 한옥정된장찌개 (7,000원), 고등어구이 (10,000원), 어탕류 (변동가격)"
영화장,3.0,296,"서울 동대문구 휘경로 3-8 1-2층
(지번) 이문동 288-23",37.5965814813787,127.060942053934,02-967-9595,"양저우볶음밥 (13,000원), 탕수육 (23,000원), 사천탕수육 (26,000원), 유린탕수육 (26,000원), 깐소중새우 (33,000원), 깐풍중새우 (33,000원), 마늘중새우 (36,000원), 양장피 (30,000원), 전가복 (80,000원), 팔보채 (40,000원), 류산슬 (40,000원), 해물누룽지탕 (42,000원), 해삼탕 (80,000원), 삼선짬뽕 (12,000원), 삼선백짬뽕 (12,000원), 고추삼선짬뽕 (13,000원), 삼선간짜장 (10,000원), 짜장면 (8,000원), 짜장밥 (9,000원), 삼선짬뽕밥 (12,500원), 삼선백짬뽕밥 (12,500원), 잡탕밥 (22,000원), 군만두 (8,000원), 깐풍육 (26,000원), 고추삼선간짜장 (11,000원)"
한우마을정육식당,4.8,44,"서울 동대문구 한천로17길 21 1층
(지번) 답십리동 4-13",37.5698113156772,127.06289639528,02-2214-9462,"소고기육개장 (7,000원), 육회 (가격정보 없음), 소등심 (가격정보 없음), 삼겹살 (가격정보 없음), 목살 (가격정보 없음)"
컴플리트커피,4.4,104,"서울 동대문구 천장산로7길 19
(지번) 이문동 264-293",37.5983004756761,127.056800748936,070-8873-0419,"호두초코칩 쿠키 (3,800원), 말차마카다미아 쿠키 (3,800원), 화이트초코 쿠키 (3,800원), 트리플초코 쿠키 (3,800원), 휘낭시에 (2,800원), 무화과휘낭시에 (3,300원), 버터스콘 (3,800원), 티라미슈 (6,300원), 바나나머핀 (3,800원), 레몬파운드 (4,300원), 에그타르트 (3,300원), 바나나푸딩 (5,300원), 아메리카노 (4,000원), 플랫화이트 (4,500원), 카푸치노 (4,500원), 바닐라라떼 (5,000원), 카페라떼 (4,500원), 돌체라떼 (5,000원), 브라운슈가 (5,000원), 카페모카 (5,000원), 컴플리트커피 (5,000원), 민트모카 (5,000원), 카페말차 (5,500원), 아인슈페너 (5,500원), 피콜로비앙코 (5,500원), 크렘오 (6,000원), 카페 떼네로 (6,000원), 콜드브루 (4,500원), 콜드브루 라떼 (5,000원), 콜드브루 돌체라떼 (5,500원)"
성천막국수 답십리점,4.2,418,"서울 동대문구 답십리로48나길 2 1층
(지번) 답십리동 33-28",37.5698941948354,127.057809585953,02-2244-5529,"제육 반접시 (80g) (6,500원), 물막국수 (9,000원), 비빔막국수 (9,000원), 물막국수+제육 (40g) (11,000원), 비빔막국수+제육 (40g) (11,000원), 제육(160g 1~2인) (13,000원)"
신화쭈꾸미 회기점,4.3,153,"서울 동대문구 경희대로4길 74 1층
(지번) 회기동 346-15",37.5911616801736,127.056360982756,02-963-8886,"[동대문구 쭈꾸미 재주문율1위]신화쭈꾸미 SET (28,000원), [동대문구 쭈꾸미 재주문율1위]쭈꾸미 삼겹살 SET (30,000원), [동대문구 쭈꾸미 재주문율1위]바다 쭈꾸미 SET (30,000원), [동대문구 쭈꾸미 재주문율1위]쭈꾸미 모듬 SET (31,000원), 날치알 주먹밥 (3,000원), 날치알 볶음밥 (3,000원), 공깃밥 (1,000원), 콜라 355mL (1,500원), 사이다 355mL (1,500원)"
춘하추우동,4.2,90,"서울 동대문구 망우로 67 효자워너빌 103호
(지번) 휘경동 264-2",37.5899007986358,127.060610064015,,"가라아게 (소) (5,500원), 튀김우동 (7,000원), 치즈카츠카레 (10,000원), 카츠동 (9,000원), 믹스통 (9,500원), 김치카츠동 (9,500원), 오매우동 (7,000원), 새우튀김우등 (7,000원), 카레우동 (8,000원), 치킨카츠카레 (9,500원), 카츠카레 (9,000원), 카레라이스 (8,000원), 카츠카게 (9,000원), 카페라이스 (8,000원), 판모밀 (9,000원), 모밀세트 (11,000원), 에비모밀 (10,000원)"
육전식당 본점,4.1,79,"서울 동대문구 난계로30길 16 1층
(지번) 신설동 104-3",37.5742829714908,127.024303080144,02-2253-6373,"냉면 (7,000원), 떡국 (7,000원), 떡만두국 (7,000원), 통목살 (150g) (15,000원), 통삼겹살 (150g) (15,000원), 항정살 (150g) (18,000원), 한우등심 (200g) (42,000원), 된장찌개 (4,000원), 김치찌개 (4,000원), 마무리 물냉면 (4,000원), 마무리 비빔냉면 (4,000원), 마무리볶음밥 (4,000원), 곤드레솥밥 (5,000원), 된장밥 (5,000원), 계란찜 (5,000원), 김치찜 (9,000원), 생고기제육백반 (8,000원), 한우된장찌개 (7,000원), 새싹비빔밥 (6,000원), 왕만두 (7,000원)"
원조홍릉각,3.0,160,"서울 동대문구 약령시로 90 1층
(지번) 제기동 838",37.58286058803,127.039960536943,02-969-7787,"육미짜장 (7,700원), 짜장밥 (9,900원), 양장피 (35,000원), 탕수육 (25,000원), 고기튀김 (23,000원), 육미간짜장 (8,800원), 굴짬뽕 (8,800원), 잡채 (23,000원), 삼선간짜장 (15,000원), 깐풍육 (25,000원), 삼선짬뽕 (20,000원), 라조육 (25,000원), 깐풍기 (25,000원), 잡채밥 (9,900원), 굴짬뽕밥 (9,900원), 깐쇼새우 (35,000원), 깐풍새우 (35,000원), 팔보채 (50,000원), 특면 (10,000원), 전가복 (150,000원), 잡탕밥 (20,000원)"
고기야미안해,3.8,91,"서울 동대문구 경희대로4길 20 1층
(지번) 회기동 11-7",37.5922294585322,127.053626288063,02-967-0202,"숭어(소) (35,000원), 방어(소) (40,000원), 모듬해물 (40,000원), 참돔(중) (80,000원), 농어(중) (80,000원), 도다리세꼬시(소) (35,000원), 모듬물회(회,멍게,해삼,전복) (40,000원), 멍게 (15,000원), 산낙지 (15,000원)"
장안정 본점,3.4,141,"서울 동대문구 답십리로 291-3 1층
(지번) 장안동 308-9",37.5727245910973,127.072631849536,02-2246-6574,"정식 (14,000원), 돈까스 (11,000원), 함박스텍 (11,000원), 생선까스 (12,000원), 매운 돈까스 (11,000원), 치즈 함박스테이크 (12,000원), 수제 치즈 돈까스 (12,000원), 냉면+돈까스 세트 (14,000원), 냉면+함박스테이크 세트 (14,000원), 덴뿌라우동+돈까스 세트 (14,000원), 새우튀김 (12,000원), 매운 함박스텍 (11,000원), 물냉면 (9,000원), 비빔냉면 (9,000원), 덴뿌라우동 (9,000원), 덴뿌라우동+함박스테이크 세트 (14,000원), 냉면두그릇＋돈까스 세트 (23,000원), 냉면두그릇＋함박스테이크 세트 (23,000원), 덴뿌라우동두그릇＋돈까스 세트 (23,000원), 덴뿌라우동두그릇＋함박스테이크 세트 (23,000원)"
오관스시,4.1,102,"서울 동대문구 회기로 121 1층
(지번) 회기동 60-101",37.5916061825125,127.050070592394,070-8225-6369,"점심스시 (10pcs) (18,000원), 저녁스시 (12pcs) (23,000원), 새우 (1,500원), 도미 (2,000원), 방어 (2,500원)"
일번지정육식당 장한평점,3.6,147,"서울 동대문구 장한로 18 1층
(지번) 장안동 433-19",37.5627764259216,127.065878096788,02-2212-9926,"큰소 한마리(1.2kg) (73,000원), 작은소 한마리(900g) (58,000원), 소살치살 (180g) (17,000원), 소꽃등심 (180g) (16,000원), 한우꽃등심 (180g) (40,000원)"
왼손우동짜장탕수육,4.5,20,"서울 동대문구 이문로 61 1층
(지번) 이문동 346-118",37.5928842077187,127.057643819064,,"얼큰우동 (4,000원), 냉 우동 (4,000원), 탕수육+얼큰우동 (7,000원), 탕수육+냉우동 (7,000원), 탕수육+짜장세트 (6,000원), 탕수육+우동세트 (6,000원), 우동곱빼기 (4,000원), 짜장곱빼기 (4,000원), 등심탕수육(1인분) (4,000원), 짜장밥 (4,000원)"
해다원해물찜,4.5,112,"서울 동대문구 천호대로85길 17
(지번) 장안동 433-21",37.5628630095551,127.066204031365,02-2242-8449,"전복해물된장 (14,000원), 곤드레솥밥 (13,000원), 코다리조림 (12,000원), 낙지연포탕 (12,000원), 낙지덮밥 (12,000원), 아구탕/지리 (10,000원), 대구당/지리 (10,000원), 알탕 (10,000원), 아구/대구 탕/지리 (10,000원), 아구 알탕 / 대구 알탕 (10,000원), 프리미엄해물찜 (소) (45,000원), 아낙찜 (소) (39,000원), 아구찜 (소) (35,000원), 해물탕 (중) (56,000원), 대구탕 (소) (25,000원), 아구탕 (소) (25,000원), 알탕 (소) (25,000원), 대아알탕 (소) (25,000원), 코다리조림 (소) (25,000원), 소라무침 (24,000원), 오삼불고기 (26,000원), 낙지볶음 (52,000원), 문어숙회 (29,000원), 통오징어양념구이 (26,000원), 왕새우구이 (28,000원), 해물부추전 (17,000원), 부추전 (10,000원), 계란말이 (10,000원), 오삼불고기 (점심특선) (10,000원), 힘찬장어양념구이 (26,000원), 낙지볶음 (소) (35,000원)"
홍능갈비 본점,3.3,29,"서울 동대문구 제기로 85
(지번) 청량리동 520-14",37.5869008633755,127.042671621302,02-966-0420,"한우생갈비 (90,000원), 양념갈비 (1인분) (51,000원), 생갈비 (1인분) (60,000원), 불고기 (1인분) (48,000원), 육회 (40,000원), 갈비탕 (18,000원), 비빔냉면 (11,000원), 온면 (11,000원), 육수냉면 (11,000원), 한우육회비빔밥 (20,000원)"
경동식당,3.7,15,"서울 동대문구 고산자로42길 12
(지번) 제기동 896-4",37.5815766941573,127.039359143102,02-964-7586,"오늘의 백반 (8,000원), 김치찌개 (9,000원), 된장찌개 (9,000원), 부대찌개 (9,000원), 순두부찌개 (9,000원), 제육볶음 (9,000원), 오징어볶음 (9,000원), 동태찌개 (계절메뉴) (9,000원), 청국장 (계절메뉴) (9,000원), 떡만두국 (계절메뉴) (8,000원)"
이모네왕파전,3.2,214,"서울 동대문구 회기로28길 12-3
(지번) 휘경동 335-20",37.5891758798869,127.056010640964,,"해물파전 (12,000원), 김치전 (12,000원), 김치치즈파전 (16,000원), 고추전 (12,000원), 깻잎전 (12,000원), 감자전 (13,000원), 오삼불고기 (16,000원), 치즈계란말이 (13,000원), 메밀전방 (9,000원), 골뱅이무집 (15,000원), 해물라면전골 (13,000원), A set 파전+생선+닭도리탕+옥수수콘+떡볶이+음료 (43,000원), B set 파전+메일전영+고추전+옥수수콘+떡볶이+음료 (34,000원), C set 파전+해물팡뽕+옥수수콘+떡볶이+음료 (26,000원), D set 파전+곱창전골+옥수수촌+떡M이+지핑막걸리 (26,000원), E set 파전+도토리묵+옥수수콘+떡볶이+음료 (21,000원), F set 파진+닭발+옥수수콘+떡볶이+음료 (25,000원), H set 파전+꼬치오뎅탕+옥수수콘+떡볶이+음료 (25,000원), I set 파전+강치치즈파전+옥수수콘+떡볶이+음료 (29,000원), J set 파전+홍합낙자탕+옥수수콘+떡볶이+음료 (28,000원), G set 파전+치즈계란말이+옥수수븐+떡튀이+음료 (가격정보 없음)"
브레드칸 청량리점,4.2,121,"서울 동대문구 왕산로 268-1
(지번) 전농동 602-15",37.5845254938927,127.050839463683,02-960-5746,"초코머핀 (2,000원), 미니케이크 (12,000원), 케이크 1호 (16,000원)"
소담촌 장안점,4.0,46,"서울 동대문구 사가정로 207 4층
(지번) 장안동 107-8",37.5788925747579,127.068016203955,02-2212-1399,"월남쌈야채+와규 (120g) (21,000원), 월남쌈야채+해물 (런치) (19,000원), 월남쌈야채+와규 (70g) (런치)+와규 (70g) (16,000원), 월남쌈야채+표고버섯+새송이버섯+한우목심 (70g) (런치) (19,000원), 월남쌈야채+샤브고기 (70g) (런치) (14,900원)"
술고래,3.5,40,"서울 동대문구 왕산로 276 1층
(지번) 전농동 602-7",37.5851489560307,127.05131381948,,"무한리필 (10,000원), 파전 (10,000원), 김치해물전 (8,000원), 부추전 (6,000원), 녹두빈대떡 (7,000원), 떡갈비 (10,000원), 꽃게튀김 (12,000원), 무뼈닭발 (15,000원), 뼈닭발 (10,000원), 닭똥집튀김 (10,000원), 먹태 (12,000원), 한치 (12,000원), 쥐포구이 (10,000원), 노가리 (12,000원), 마른오징어 (15,000원), 해물탕 (중) (35,000원), 곱창전골 (중) (25,000원), 부대전골 (중) (20,000원), 만두전골 (중) (20,000원), 간장게장(2마리) (15,000원), 양념게장 (중) (15,000원), 새우장(8마리) (10,000원), 새우튀김(8마리) (12,000원), 돈까스 (8,000원), 삼치구이 (10,000원)"
커피나인 본점,4.2,68,"서울 동대문구 전농로3길 12 1층
(지번) 답십리동 268-8",37.5685469699562,127.056624883839,02-6396-9992,"에스프레소 (3,500원), 아메리카노 (3,500원), 카페라떼 (4,500원), 카푸치노 (4,500원), 돌체라떼 (4,500원), 나인슈페너 (5,500원), 나인라떼 (6,500원), 명동 크림프레소 (4,500원), 크림프레소 (4,500원), 벚꽃로즈프레소 (4,500원), 블랙 모카 라떼 (4,500원), 카라멜 라떼 (4,500원), 바닐라 라떼 (4,500원), 헤이즐넛 라떼 (4,500원), 더치커피 (4,500원), 더치라떼 (5,500원), 슈레디드 코코넛 라떼 (4,500원), 뉴기니 바나나 라떼 (4,500원), 프레즈 딸기 라떼 (4,500원)"
감초식당,3.3,128,"서울 동대문구 약령서길 28 1층
(지번) 제기동 892-12",37.5795666696962,127.036256927579,02-962-4570,"청국장 (0원), 순두부찌개 (0원), 김치찌개 (0원), 된장찌개 (0원), 돼지불갈비정식(300g) (0원), 고등어구이 (0원), 삼치구이 (0원), 육개장 (0원), 돼지불갈비(300g) (0원), 닭발 (가격정보 없음), 후라이드 (가격정보 없음), 양념치킨 (가격정보 없음), 닭똥집 (가격정보 없음)"
회기왕족발보쌈,3.6,266,"서울 동대문구 회기로 158 1층
(지번) 회기동 45-52",37.5908543341504,127.053494637496,02-966-4955,"족발 (소) (33,000원), 보쌈 (소) (33,000원), 보쌈김치 (14,000원), 쟁반막국수 (16,000원), 춘천막국수 (9,000원)"
용두동복집,4.3,68,"서울 동대문구 왕산로16길 9 1층
(지번) 용두동 112-10",37.5774468649801,127.031348052175,02-921-5936,"복매운탕 (27,000원), 복지리 (27,000원), 복불고기 (29,000원), 복튀김(소) (25,000원), 복죽 (2,000원), 볶음밥 (2,000원)"
옛집한우허파,4.7,56,"서울 동대문구 사가정로 222 1층
(지번) 장안동 103-1",37.5785449162007,127.069655822972,02-2217-7634,"허파 (10,000원), 수구레 (15,000원), 양 (15,000원)"
라무진 장안1점,2.8,38,"서울 동대문구 장한로 68 JB타워 1층 102호
(지번) 장안동 362-1",37.5668325399007,127.068551041724,02-2244-3446,"징기스칸 프렌치랙 (180~200g) (31,000원), 징기스칸 양갈비 (250g) (30,000원), 징기스칸 양고기 (200g) (29,000원), 오뎅탕 (15,000원)"
여기가좋겠네,3.4,186,"서울 동대문구 회기로21길 25 1층
(지번) 회기동 16-10",37.5926272807712,127.053152028162,02-968-9112,"닭도리탕 (대) (27,000원), 닭도리탕 (중) (20,000원), 닭도리탕 (소) (13,000원), 고기 떡볶이 (7,000원), 뼈없는찜닭(대) (32,000원), 뼈없는찜닭(중) (25,000원), 뼈없는찜닭(소) (18,000원), 뼈없는닭발 (7,000원), 닭목살볶음 (7,000원)"
일미간장게장,3.0,103,"서울 동대문구 장한로24길 7 1층
(지번) 장안동 367-3",37.5708963505639,127.071502974477,02-2242-4338,"간장게장 (75,000원), 꽃게양념무침（양념게장） (75,000원), 꽃게조림 (75,000원), 꽃게 양념찜 (65,000원), 꽃게탕 (65,000원), 한방간장보리굴비 (25,000원), 게장2＋굴비 1 (75,000원), 해물양념찜 (65,000원), 해물탕 (65,000원), 아구찜 (55,000원), 철판낙지 (45,000원), 낙지전골 (55,000원), 산낙지 (40,000원), 알밥 1인분 (3,000원), 콜라 355mL (2,000원), 사이다 355mL (2,000원), 환타（파인애플） 355mL (2,000원)"
신락원,3.6,94,"서울 동대문구 전농로20길 2 1층
(지번) 전농동 60-32",37.5788979681127,127.057164463607,02-2244-0008,"양장피 (38,000원), 오향장육 (38,000원), 해파리냉채 (28,000원), 삼풍냉채 (40,000원)"
대통삼 신설동점,4.3,8,"서울 동대문구 천호대로4길 12 1층
(지번) 신설동 104-28",37.5738613805993,127.025235494759,02-2235-1031,"무한리필 (17,000원), 1인 식사 추가비용 (3,000원)"
일심해장국 본점,3.1,19,"서울 동대문구 장한로 179 1층
(지번) 장안동 302-3",37.5764749815622,127.071746605254,,"해장국 (6,000원), 돌솥비빔밥 (7,000원)"
달인군만두,4.0,80,"서울 동대문구 전농로2가길 13 1층
(지번) 답십리동 488-39",37.5674464676207,127.057239925693,010-6487-2465,"원조 군만두(10개) (2,000원), 김치 군만두(10개) (2,000원)"
오소리순대 본점,2.8,20,"서울 동대문구 회기로4길 16
(지번) 제기동 1148-10",37.590559855493,127.03716082526,02-918-9797,"수육 (25,000원), 모듬순대 (10,000원), 순대탕 (8,000원), 1인정식 (11,000원), 술국 (15,000원)"
