이름,평점,리뷰수,주소,위도,경도,전화번호,메뉴
스시메이진 구로점,2.6,199,"서울 구로구 디지털로 300 지밸리몰 2층 6호
(지번) 구로동 188-25",37.4849270383011,126.896538036905,02-6344-3782,"평일런치 (21,900원), 평일디너 (23,900원), 37개월~7세 (8,000원), 8세~13세 (14,900원), 주말 및 공휴일 (24,900원)"
갓파스시 구로점,2.8,166,"서울 구로구 디지털로 288 대륭포스트타워1차 2층 214호
(지번) 구로동 212-8",37.4835695693308,126.895502765348,02-864-4377,"유아(스페셜) (7,800원), 평일런치(레귤러) (25,800원), 평일디너(레귤러) (27,800원), 주말,공휴일(레귤러) (30,800원), 평일런치(스페셜) (26,800원), 평일디너(스페셜) (30,800원), 주말,공휴일(스페셜) (33,800원), 초등학생(스페셜) (17,800원), 평일런치(프리미엄) (34,800원), 평일디너(프리미엄) (39,800원), 주말,공휴일(프리미엄) (39,800원)"
서일순대국 구로점,4.0,67,"서울 구로구 구로중앙로 6 1층
(지번) 구로동 142-77",37.4910869367518,126.892776770451,02-855-9833,"순대국 (10,000원), 야채순대 (9,000원), 오소리감투 (18,000원), 머리고기 (18,000원), 모듬 (25,000원), 술국 (중) (30,000원)"
수뿌레닭갈비 신도림점,4.7,44,"서울 구로구 공원로6나길 12 1층
(지번) 구로동 40-3",37.5036765777247,126.890779943378,02-6010-8588,"매운 무뼈닭발 (13,000원), 숯불양념닭갈비 (14,000원), 숯불소금닭갈비 (14,000원), 숯불닭목살 (13,000원)"
오사카로,3.3,132,"서울 구로구 경인로67길 23 신도림2차푸르지오 101동 2층 206호
(지번) 신도림동 338",37.5104826397728,126.889481191271,02-2634-2223,"칠리새우 (23,000원), 단호박해물떡볶이 (28,000원), 새우튀김 (24,000원), 스모듬가라아게 (27,000원), 카르보나라해물떡볶이 (28,000원), 타코가라아게 (23,000원), 치킨가라아게 (19,000원), 오징어다리가라아게 (18,000원), 모듬꼬치구이 (32,000원), 메로구이 (35,000원), 간장레몬탕수육 (25,000원), 전복버터구이 (40,000원), 사천탕수육 (25,000원), 연어샐러드 (25,000원), 문어아보카도샐러드 (28,000원), 모찌리도후카프레제 (23,000원), 연어무한릭팅 (33,500원), 얼큰새우탕 (32,000원), 해물알탕 (28,000원), 누룽지명란계란탕 (24,000원), 해물누룽지탕 (24,000원), 미나리모듬조개탕 (34,000원), 간사이오뎅나베 (25,000원), 해물숙주볶음 (24,000원), 생삼겹숙주볶음 (20,000원), 불고기숙주볶음 (22,000원), 해물야끼우동 (26,000원), 불고기야끼우동 (25,000원), 순살간장찜닭 (25,000원), 활어모듬초밥 (25,000원), 연어덮밥 (18,000원), 도리고노와다 (34,000원), 회덮밥 (12,000원), 이고노와다 (34,000원), 소고기버터알밥 (15,000원), 모듬고노와다 (40,000원), 알밥 (8,000원), 전복해장라면 (25,000원), 활어회무침 (27,000원), 우동 (8,000원), 낫또 (12,000원), 마구로낫또 (15,000원), 타코와사비 (15,000원), 모찌리도후 (12,000원), 명란계란말이 (15,000원), 모든고로케 (12,000원), 치킨또띠아 (18,000원), 도미사시미 (40,000원), 광어사시미 (40,000원), 연어사시미 (36,000원), 모든세코시 (60,000원), 제주딱새우 (38,000원), 문이숙회 (35,000원), 모듬사시미(소) (62,000원), 소고기육회 (40,000원)"
미식가양꼬치,4.6,96,"서울 구로구 디지털로32길 92 미래타워빌딩 1층
(지번) 구로동 1272",37.4826840834852,126.899902506754,02-851-5321,"마라쇼룽샤 (30,000원), 탕수육 (16,000원), 샐러리캐슈넛 (12,000원), 옥수수잣볶음 (12,000원), 닭똥집볶음 (16,000원)"
서울안심축산 테크노마트점,3.9,18,"서울 구로구 새말로 89 태영빌딩 2층 201호
(지번) 구로동 8-17",37.5056097068416,126.889834342021,0507-1400-4661,"제주 오겹살 (18,000원), 제주 생목살 (18,000원), 제주 가브리살 (18,000원), 2인 PICK : 하르방세트 (50,000원), 추천 PICK : 돼지모듬 (54,000원), 양념 돼지구이 세트 (62,000원), 양념 돼지구이 (170g) (18,000원), 한우 숙성 등심 (45,000원), 한우 숙성 안심 (52,500원), 한우 숙성 업진 (150g) (45,000원), 한우 숙성 부채 (150g) (45,000원), 한우 주물럭 (200g) (50,000원), 새우살 (150g) (57,000원), 살치살 (57,000원), 명품 소한마리++ (154,000원), 양념 생갈비 세트 (80,000원), 통큰 소한마리 (194,000원), 한우보감 (245,000원), 한우육회 (200g) (38,000원), 한우 육사시미 (40,000원), 양념 생갈비살 (200g) (37,000원), 한우 주물럭 정식(1인) (점심특선) (30,000원), 양념 갈비살 정식 (1인) (점심특선) (27,000원), 양념돼지 정식(1인) (점심특선) (25,000원), 제주돼지 정식(1인) (점심특선) (25,000원), 소고기 편백 정식(1인) (점심특선) (15,000원), 버섯불고기 정식(1인) (점심특선) (15,000원), 매콤 쭈꾸미 볶음(1인) (점심특선) (12,000원), 제육쌈밥(1인) (점심특선) (12,000원), 김치찌개(1인) (점심특선) (9,000원), 돌솥비빔밥(1인) (점심특선) (9,000원), 뚝배기 김치찌개(1인) (점심특선) (10,000원), 대왕전복구이 (20,000원), 전복구이 한접시 (35,000원), 키조개구이 (12,000원), 더덕구이 (10,000원), 모듬버섯 (5,000원), 활랍스터 라면 (42,000원), 차돌된장밥 (9,000원), 갈비살 된장찌개 (12,000원), 생고기 김치찌개 (9,000원), 치즈계란찜 (5,000원), 가마솥밥+된장찌개 (5,000원), 누룽지 (5,000원), 된장찌개 (2,000원), 공기밥 (1,000원), 냉면(물/비빔) (9,000원), 후식냉면(물/비빔) (5,000원), 봄나물 비빔밥 (계절메뉴) (9,000원), 한방삼계탕 (계절메뉴) (15,000원), 굴국밥 (계절메뉴) (12,000원)"
공간장어,4.4,16,"서울 구로구 새말로18길 52 공간예다인 1층
(지번) 구로동 41-9",37.5043477701248,126.89238741872,02-852-0202,"장어 (대) (1마리) (32,000원), 장어 간,내장 볶음 (18,000원), 전복장어탕 (13,000원), 장어탕 (9,000원), 잔치국수 (3,000원)"
강촌숯불닭갈비 본점,3.2,257,"서울 구로구 공원로6나길 35-2 1층
(지번) 구로동 29-22",37.5044324804593,126.891714600611,02-851-2194,"잔치국수 (6,000원), 열무국수 (6,000원), 묵사발 (6,000원), 계란찜 (6,000원), 숯불닭갈비 (3대) (14,000원), 닭목살 소금구이 (200g) (14,000원)"
닥터로빈 고척점,4.3,90,"서울 구로구 경인로46길 51 (주)귀뚜라미에너지 복합건물 지상 1층
(지번) 고척동 66-12",37.4956255377595,126.865759173393,02-2066-8211,"통단호박크림스프(2~3인) (19,500원), 시그니처 매콤새우파스타 (24,000원), 키즈함박세트 (14,900원), 라자냐 (19,800원), 피스타치오 토마토 파스타 (23,000원), 아보카도 샐러드 (21,000원), 치폴레 샐러드 (16,000원), 하이볼 (8,500원), 펌킨 시나몬 라떼 (5,500원)"
미방 신도림점,3.7,"2,859","서울 구로구 경인로 669-1
(지번) 신도림동 337",37.5096508313281,126.888807638474,02-2634-0123,"프리미엄 프렌치 (150g) (36,000원), 양갈비 (220g) (30,000원), 양등심 (180g) (30,000원), 갈비살 (180g) (29,000원), 제비추리(180g) (28,000원), 양 육개장 (20,000원)"
더족발 신도림본점,4.4,890,"서울 구로구 경인로 619-3 푸르지오3차 상가 1층 106호
(지번) 신도림동 435-10",37.506883854568,126.884036662859,02-2636-9288,"앞다리 (45,000원), 반반족발(매운맛) (47,000원), 뒷다리 (39,000원), 직화매운족발 (36,000원), 반반족발(간장마늘맛) (47,000원), 수제어리굴젓 보쌈 (36,000원), 부산냉채족발 (45,000원), 수제어리굴젓 스페셜세트 (66,000원), 수제어리굴젓 족보세트 (57,000원), 새콤달콤 생과일쟁반막국수 (8,000원), 녹두지짐이 (12,000원), 수제어리굴젓 (10,000원), 뚝배기 계란찜 (6,000원), 골라먹는 콤보3종세트 (49,000원)"
다원국수,4.3,98,"서울 구로구 경인로 22 지평회관 1층 109호
(지번) 오류동 108-74",37.4893533227119,126.825220559378,02-2060-0090,"초계국수 (10,000원), 초계비빔국수 (10,000원), 어묵국수 (10,000원), 잔치국수 (7,000원), 차슈탕면 (12,000원), 차슈비빔국수 (12,000원), 왕만두(4개) (5,000원)"
다채 개봉점,4.0,65,"서울 구로구 개봉로23길 38 동흥빌딩 1층
(지번) 개봉동 353-33",37.4959948195632,126.856674402178,02-2685-3392,"고등어구이 쌈밥정식 (22,000원), 제육 쌈밥정식 (22,000원), 주꾸미 삼겹 쌈밥정식 (28,000원), 불고기쌈밥정식 (22,000원), 갈비살 (150g) (30,000원), 생삼겹살(150g) (18,000원), 대패삼겹살 (150g) (16,000원), 생목살 (150g) (18,000원), 가브리살 (150g) (18,000원), 명품생항정살(150g) (22,000원), 한우차돌박이(150g) (30,000원), 생목살김치찌개 (12,000원), 꽁치김치찌개 (12,000원), 차돌된장찌개비빔밥 (15,000원)"
신도림참족발 신도림점,4.3,353,"서울 구로구 경인로 661 신도림1차푸르지오상가 1층 158호
(지번) 신도림동 337",37.5096619486431,126.887986372819,02-3439-7182,"앞발 (44,000원), 뒷발 (39,000원), 앞불족 (47,000원), 뒷불족 (42,000원)"
돈우네정육식당,3.6,87,"서울 구로구 오리로 1154-15
(지번) 오류동 183-4",37.487611124309,126.839102251918,02-2685-3800,"생삼겹살 (200g) (15,000원), 생오겹살 (200g) (15,000원), 돼지한마리(1kg) (48,000원), 소한미리(1kg) (62,000원)"
속초붉은대게,3.4,22,"서울 구로구 경인로 584 신도림팰러티움 1층 106호
(지번) 신도림동 412-3",37.5038211816766,126.881697047054,02-2633-8919,"대게찜 (89,000원), 홍게찜 2인 (59,000원), 홍게찜 3인 (92,000원), 홍게찜 4인 (128,000원)"
키친브로망스,4.5,109,"서울 구로구 새말로16길 16 지하 1층
(지번) 구로동 31-3",37.5048401344287,126.890389534401,070-7785-7339,"페퍼로니 피자 (16,000원), 아마트리 치아나 파스타 (12,000원), 풍기꼰 따르투포 비앙코 파스타 (13,500원), 리코타 명란 피자 (17,500원), 까르보나라 파스타 (13,500원)"
나살던고향,4.2,54,"서울 구로구 디지털로32나길 12
(지번) 구로동 1124-36",37.4836153563124,126.900317682304,02-869-9295,"계란말이 (15,000원), 해물부추전 (17,000원), 해물김치전 (17,000원), 동그랑땡 (18,000원), 해물파전 (18,000원), 감자전 (18,000원), 순녹두빈대떡 (18,000원), 굴전 (20,000원), 모듬전 (20,000원), 번데기탕 (15,000원), 계란탕 (15,000원), 참치김치찌개 (17,000원), 돼지고기김치찌개 (18,000원), 부대찌개 (18,000원), 동태찌개 (18,000원), 알탕 (20,000원), 해물짬뽕탕 (20,000원), 오뎅탕 (20,000원), 홍꼬탕 (22,000원), 얼큰해물오뎅탕 (23,000원), 닭도리탕 (27,000원), 버섯전골 (중) (27,000원), 볼낙전골 (중) (32,000원), 매운갈비찜 (45,000원), 항아리수제비 (8,000원), 매운갈비찜정식 (12,000원), 닭똥집볶음 (16,000원), 두부김치 (18,000원), 해물떡볶이 (20,000원), 오삼불고기 (20,000원), 오징어볶음사리 (22,000원), 낙지볶음사리 (22,000원), 통삼겹두부김치 (25,000원), 임연수구이 (17,000원), 삼치구이 (20,000원), 얼큰닭발 (18,000원), 골뱅이사리무침 (19,000원), 홍어무침 (27,000원), 홍어삼합 (45,000원), 한치구이 (16,000원), 마른오징어 (16,000원)"
밤새먹소 구로역점,3.6,18,"서울 구로구 경인로 572 스타팰리스 1층
(지번) 구로동 603-9",37.5033062723055,126.881083869229,02-2068-7637,"한우꽃등심(500g) (99,000원), 한우갈비살(500g) (99,000원), 갈비살 (400g) (36,000원), 갈비꽃살(양념)(300g) (56,000원), 꽃등심(300g) (49,000원), 진꽃살(300g) (59,000원), 먹소왕갈비탕 (16,000원), 먹소갈비탕 (13,000원), 소고기해장국 (10,000원), 한우육회비빔밥 (12,000원), 生소갈비살+한우육회비빔밥/물or비빔냉면 중 택1 (점심특선) (14,900원), 갈비꽃살(양념)+한우육회비빔밥/물or비빔냉면 중 택1 (점심특선) (18,900원), 生진꽃살+한우육회비빔밥/물or비빔냉면 중 택1 (점심특선) (20,900원), 한우갈비살+한우육회비빔밥/물or비빔냉면 중 택1 (점심특선) (28,900원)"
라도맨션,3.7,904,"서울 구로구 공원로6다길 20 혜성빌딩 3층
(지번) 구로동 31-2",37.5047866933726,126.890280134842,,"칼삼겹살(170g) (16,000원), 애호박고추장찌개 (7,000원), 된장술밥 (6,000원)"
구로안,3.8,58,"서울 구로구 디지털로32나길 27-8 1층
(지번) 구로동 1124-81",37.4845687255804,126.900225736486,02-830-1716,"생 소갈비살(1kg) (53,000원), 양념 소갈비살(1kg) (53,000원), 반반 소갈비살(1kg) (53,000원), A++꽃등심(150g) (30,000원), 한우투뿔 안심 (30,000원)"
니와참치,2.9,167,"서울 구로구 디지털로32다길 13 1층
(지번) 구로동 1126-35",37.4822432180356,126.900113052517,02-838-5959,"비즈니스 40ps（2인분） (46,000원), 스페셜 40ps（2인분） (57,000원), 니와 40ps（2인분） (68,000원), 로얄 40ps（2인분） (98,000원), 혼술 알짜 20pcs (36,000원), 참다랑어 초밥 12pcs (36,000원), 실속가족세트 (35,000원), vip 40ps（2인분） (135,000원), 참다랑어 혼술 특선 20pcs (50,000원), 배꼽도로5pcs 추가 (17,000원), 가마도로5pcs 추가 (16,000원), 오도로5pcs 추가 (15,000원), 주도로5pcs 추가 (13,000원), 메카도로5pcs 추가 (11,000원), 특초밥 12pcs (24,000원), 간장새우초밥（12피스） (18,000원), 참다랑어속살초밥12pcs (20,000원), 참다랑어속살6p＋장새우초밥6p (17,000원), 모찌리도후（치즈와우유의찰떡궁합） (2,000원), 김 5개 (1,000원), 주도（참치내장젓갈）참치위에살짝올려서~ (3,000원), 날치알 (2,000원), 명이나물（한장씩싸서드셔요~） (2,000원), 새우튀김（8마리） (8,000원), 콘버터구이 (3,000원), 냉모밀 (6,000원), 참치회덮밥 (8,000원), 셀프초밥（밥위에참치.와사비.생강올려서~） 10ps (2,000원), 메로구이 (27,000원), 아래있는탕류지리류는드린육수만넣고끊이셔요~공기밥 (1,000원)"
진참치,4.3,99,"서울 구로구 공원로6다길 10 우성빌딩 101호
(지번) 구로동 33-3",37.5045404093847,126.889850615792,02-869-1121,"진참치 (30,000원), 진참치스페샬 (38,000원), 실장 추천 (55,000원), 특선코스 (70,000원), 참다랑어코스 (100,000원), 참복어튀김 (25,000원), 모듬초밥 (15,000원)"
훔친장어 구로본점,4.6,9,"서울 구로구 새말로18길 28-5 지하 1층, 1층
(지번) 구로동 27-5",37.5053969139764,126.89240242508,02-861-0592,"장어 (대) (3마리) (75,000원), 장어 (대) (2마리) (69,000원), 장어 (중) (50,000원), 장어탕 (8,000원), 동치미국수 (4,000원)"
바르미스시샤브 현대백화점 디큐브시티점,3.7,272,"서울 구로구 경인로 662 별관 3층
(지번) 신도림동 692",37.5081230677129,126.888212953215,02-2210-9570,"평일점심 (23,800원), 평일저녁 (25,800원), 주말/공휴일 (25,800원), 미취학 (6,000원)"
중화백반,4.5,94,"서울 구로구 디지털로34길 55 코오롱싸이언스밸리2차 지하1층 104호
(지번) 구로동 811",37.4842856391064,126.899282125859,,"황비홍깐풍가지 (29,000원), 갈릭빈새우 (35,000원), 오색양장피 (38,000원), 해물짬뽕탕 (25,000원), 황태백짬뽕탕 (27,000원), 해물누룽지탕 (35,000원), 소고기숙주볶음 (22,000원), 유림군만두 (12,000원), 깐풍군만두 (12,000원), 파파군만두 (12,000원), 중화술국 (12,000원), 건두부무침 (12,000원)"
낭만부대찌개,3.9,204,"서울 구로구 디지털로 288 대륭포스트타워1차 B104호
(지번) 구로동 212-8",37.4835695693308,126.895502765348,02-839-8090,"낭만부대찌개 (10,000원), 낭만부대볶음 (11,000원)"
방앗간정육식당,4.1,37,"서울 구로구 경인로67길 67-29
(지번) 신도림동 330-51",37.5115123448175,126.888371451283,0503-7151-4883,"소한마리(800g) (84,000원), 돼지한마리(800g) (65,000원), 본갈비살(170g) (25,000원), 등심(170g) (20,000원), 살치살(170g) (24,000원), 부채살(170g) (20,000원), 갈비살(170g) (22,000원), 한돈 삼겹살(180g) (17,000원), 한돈 목살(180g) (17,000원), 한돈 가브리살(180g) (18,000원), 차돌박이(170g) (20,000원), 한우육회(180g) (20,000원)"
버거킹 구로구청점,3.3,15,"서울 구로구 가마산로 250 1층
(지번) 구로동 83-4",37.4948140331034,126.888676526029,02-856-0332,"블랙 바비큐 와퍼 (가격정보 없음), 블랙 바비큐 콰트로 치즈와퍼 (가격정보 없음), 불맛 더블치즈앤베이컨 버거 (가격정보 없음), 통새우 와퍼 (가격정보 없음), 몬스터 와퍼 (가격정보 없음), 두툼 버거 (가격정보 없음), 오리지널스 화이트 페타 (가격정보 없음), 스파이시 풀드비프 와퍼 (가격정보 없음), 풀드비프 와퍼 (가격정보 없음), 갈릭불고기 와퍼 (가격정보 없음), 불고기 와퍼 (가격정보 없음), 비프&슈림프버거 (가격정보 없음), 와퍼 (가격정보 없음), 치즈와퍼 (가격정보 없음), 치킨킹BLT (가격정보 없음), 콰트로치즈와퍼 (가격정보 없음), 통새우슈림프버거 (가격정보 없음)"
초가집부뚜막청국장,4.1,87,"서울 구로구 구로중앙로28길 24 1층
(지번) 구로동 528-1",37.4991932569276,126.887412708933,02-863-0600,"보쌈정식 2人 (32,000원), 청국장 2人 (22,000원), 순두부 2人 (22,000원), 해물파전 (16,000원), 손두부부침 (8,000원), 손（모）두부 (8,000원), 수제돈까스 (8,000원), 부뚜막스페셜（삼합） (46,000원), 우렁된장 2人 (22,000원), 고기 추가 (18,000원), 홍어 추가 (18,000원), 손두부김치 (16,000원), 우렁회무침 (16,000원), 손두부보쌈 (34,000원), 콜라 (2,000원), 사이다 (2,000원), 환타（오렌지） (2,000원), 환타（파인애플） (2,000원)"
우리들정육식당,3.1,320,"서울 구로구 새말로 102
(지번) 구로동 26",37.5055472165422,126.891336035126,02-860-8588,"한돈돼지갈비 (20,000원), 한우불고기(300g) (25,000원), 한우살치살(300g) (96,000원), 한우갈비살(300g) (86,000원), 한우차돌(300g) (70,000원), 한우육회(200g) (35,000원), 돼지갈비(250g) (17,000원), 생삼겹살(1700g) (17,000원), 한우특곰탕 (14,000원), 왕갈비탕 (15,000원), 한우곰탕 (12,000원), 한우육회비빔밥 (12,000원)"
손가네생오리부페,4.4,97,"서울 구로구 개봉로19길 29 1층
(지번) 개봉동 403-23",37.4934104674339,126.855789178243,02-2066-9066,"점심 고기부페 (대인) (14,900원), 점심 고기부페 (초등학생) (8,000원), 저녁 고기부페 (대인) (16,900원), 저녁 고기부페 (초등학생) (8,000원), 고기부페 (6~7세) (5,000원), 추어탕 (8,000원), 삼계탕 (12,000원)"
송이족발 구로역점,4.5,128,"서울 구로구 새말로 17 SJ빌딩 2층
(지번) 구로동 569-9",37.502210520957,126.882757572406,02-859-9290,"정통족발 (33,000원), 양념족발 (38,000원), 냉채족발 (38,000원), 반반족발（정통족발＋양념족발） (38,000원), 해물파전（튀김식） (15,000원), 마늘정통족발 (35,000원), 마늘양념족발 (40,000원), 비빔메밀막국수 (8,000원), 동치미메밀막국수 (8,000원), 골뱅이무침＋소면 (18,000원), 날치알주먹밥 (4,000원), 버섯품은계란찜 (4,000원), 마늘소스 (3,000원), 냉채소스 (3,000원), 순두부（추가） (3,000원), 무김치.（추가） (3,000원), 콜라 500m (2,500원), 사이다 500ml (2,500원), 제로콜라（355ml） (2,500원)"
뒤뜰,3.3,69,"서울 구로구 안양천로539길 6 고척빌딩 1층
(지번) 고척동 60-2",37.5050771966373,126.870541418256,02-2613-1973,"(평일3시까지) 게장한정식 (14,900원), 게장한상 (평일저녁, 주말, 공휴일) (18,000원), 게장한상 (18,000원), 뒤뜰한상 (700g) (65,000원), 소한상 (800g) (65,000원), (평일3시까지) 장어탕 (5,900원), 장어탕 (12,000원), 물비빔냉면 (6,000원), 잔치국수 (5,000원), 꽃게된장찌개 (4,000원), 살치살 (22,000원), 갈비살 (22,000원), 소양념갈비살 (19,000원), 돼지양념참숯구이 (16,000원), 낙엽살 (22,000원), 잔꽃살 (22,000원), 간장양념참숯구이 (19,000원), 고추장양념참숯구이 (20,000원)"
라마다서울신도림호텔 카페라라,4.2,159,"서울 구로구 경인로 624 1층
(지번) 신도림동 432-30",37.5062740833458,126.885358376488,02-2162-2051,메뉴 없음
포포인츠바이쉐라톤 구로 테이블32,5.0,54,"서울 구로구 디지털로32길 72
(지번) 구로동 1128-1",37.4831837029804,126.898856674536,02-6905-9730,"아보카도 콥 샐러드 (20,000원), 최상급 등심 스테이크(180g) (35,000원), 치킨 데리야끼 덮밥 (22,000원), 모둠 과일 플래터 (28,000원), 아이스크림을 곁들인 애플 타르트 (16,000원)"
미켈고깃집 구로점,4.1,"1,712","서울 구로구 디지털로34길 55 코오롱싸이언스벨리2차 지하1층 B105호
(지번) 구로동 811",37.4842856391064,126.899282125859,02-858-9829,"소갈비살 (400g) (43,900원), 와규부채살 (400g) (43,900원), 한우차돌 (400g) (51,900원), 소고기3종모듬(450g) (52,900원), 소갈비살(150g) (16,900원), 와규부채살(150g) (16,900원), 한우차돌(150g) (19,900원), 양념목살(200g) (14,900원)"
소담촌 고척점,3.6,69,"서울 구로구 경인로 397 골든타워빌딩 2층
(지번) 고척동 76-160",37.4976995650402,126.863870881484,02-2625-8388,"월남쌈 해물 샤브 정식 (19,000원), 월남쌈 와규 샤브 정식 (16,000원), 명품 한우 샤브 정식 (19,000원), 월남쌈 버섯 샤브 정식 (16,500원), 월남쌈 샤브 정식 (14,900원), 월남쌈 샤브 (16,900원), 월남쌈 버섯 샤브 (21,900원), 월남쌈 와규 샤브 (21,000원), 월남쌈 명품 한우 샤브 (24,500원), 월남쌈 스페셜 샤브 (26,000원), 돈삼겹 구이 & 샤브 (21,000원), 와규 구이 & 샤브 (22,900원)"
카페몽글,4.4,28,"서울 구로구 공원로6나길 29-17 1층
(지번) 구로동 30-23",37.5048339012665,126.890858556187,02-854-4620,"아메리카노 (3,000원), 카야버터토스트 (4,000원), 디카페인아메리카노 (4,000원)"
