이름,평점,리뷰수,주소,위도,경도,전화번호,메뉴
진대감 선릉점,4.7,"1,984","서울 강남구 테헤란로70길 25 101호
(지번) 대치동 895-11",37.5040321505189,127.054001273494,02-564-1253,"한우차돌삼합대표 (29,000원), 한우투뿔모듬(No.9) (99,000원), 한우파김치전골대표 (55,000원), 한우차돌박이 (29,000원), 한우꽃게된장찌개 (12,000원), 키조개관자장비빔밥 (10,000원), 한우차돌짬뽕라면 (10,000원), 갓김치물냉면 (10,000원), 갓김치비빔냉면 (10,000원), 구수한누룽지 (8,000원), 날치알볶음밥 (6,000원), 점심)즉석한우불고기 (14,000원), 점심)한우꽃게된장찌개밥상 (12,000원), 점심)한돈파김치전골밥상 (11,000원), 점심)키조개관자장비빔밥상 (10,000원), 점심)한우차돌짬뽕라면밥상 (10,000원), 점심)갓김치물냉면 (10,000원), 점심)갓김치비빔냉면 (10,000원), 콩나물찜 (6,000원)"
강남진해장,3.3,578,"서울 강남구 테헤란로5길 11 유빌딩 1층
(지번) 역삼동 819-4",37.4994948439229,127.029264003855,02-557-2662,"양선지해장국 (11,000원), 내장탕 (14,000원), 진얼큰탕 (13,000원), 곱창전골 (중) (62,000원), 갈비곱창전골 (중) (65,000원), 양지곰탕 (11,000원), 사골곰탕 (11,000원), 모듬전골(중) (75,000원), 수육(중) (40,000원)"
크라이치즈버거 삼성역점,4.4,427,"서울 강남구 테헤란로 620 미래에셋타워 지하1층
(지번) 대치동 996-1",37.5091979690111,127.065578760717,02-566-6244,"트리플치즈버거세트 (13,500원), 더블치즈세트 (10,900원), 치즈버거세트 (8,900원), 트리플치즈버거 (10,500원), 더블치즈버거 (7,900원), 치즈버거 (5,500원), 감자튀김 (2,500원), 치즈감자튀김 (4,500원), 밀크쉐이크 (5,000원), 더블치즈 버팔로윙 세트 (14,900원), 치즈버거 버팔로윙 세트 (12,500원), 뉴욕 버팔로윙_6PCS (9,900원), 뉴욕 버팔로윙_3PCS (5,500원), 음료수 (2,500원)"
크래버대게나라 강남점,4.2,376,"서울 강남구 언주로 620 현대인텔렉스빌딩 1층
(지번) 논현동 261",37.5116193245266,127.036352298064,02-547-7998,"대게 코스 (1kg) (변동가격), 킹크랩 코스 (1kg) (변동가격), 랍스타 코스 (1kg) (변동가격)"
안남,3.8,286,"서울 강남구 언주로 118 1층 133호
(지번) 도곡동 467-24",37.4869159664401,127.051855548139,02-571-9412,"안남 쌀국수 (26,000원), 하노이 쌀국수 (16,000원), 매운한우쌀국수 (21,000원), 1인 세트 A(롤) (22,000원), 1인 세트 B(롤) (22,000원), 1인 세트 C(튀김) (22,000원), 안남플래터 (27,000원), 분짜 (35,000원), 사천식 돼지고기 튀김（소） (25,000원), 돔양 쌀국수 (19,000원), 아보카도 새우볶음밥 (19,000원), 1인 세트 D(튀김) (22,000원), 새우 얌운센 샐러드 (14,000원), 아보카도롤 (13,000원), 새우롤 (15,000원), 소프트쉘 크랩롤 (17,000원), 넴（짜조） (13,000원), 텃만꿍 (16,000원), 프렌치 프라이 (12,000원), 공심채 (19,000원), 우삼겹공심채 (24,000원), 2인 월남쌈 (40,000원), 사천식 돼지고기 튀김（大） (29,000원), 오렌지 치킨(대) (29,000원), 오렌지치킨(소) (25,000원), 푸팟퐁커리 (33,000원), 하프 분짜 (19,000원), 매운 쌀국수 (19,000원), 한우 쌀국수 (21,000원), 소프트쉘 크랩 볶음밥 (19,000원)"
정식당,4.3,695,"서울 강남구 선릉로158길 11
(지번) 청담동 83-24",37.5256582878579,127.041081085945,02-517-4654,"LUNCH SIGNATURE (200,000원), DINNER SIGNATURE (300,000원), 모듬김밥 (200,000원), 성게 구절판 (200,000원), 성게 비빔밥 (88,000원), 맛있는 김밥 (28,000원), 봄나물 김밥 (30,000원), 울릉도 메이플 (28,000원)"
큰물참치 강남점,4.0,149,"서울 강남구 테헤란로2길 27 패스트파이브빌딩 1층 102호
(지번) 역삼동 826-26",37.4964929427239,127.029697867857,02-538-2979,"실버 (45,000원), 골드 (58,000원), 다이아몬드 (80,000원), 프리미엄 (100,000원), 로얄 (130,000원), 특정식 (43,000원), 정식 (33,000원), 초밥 (20,000원), 회덮밥 (12,000원)"
정돈 강남점,4.2,525,"서울 강남구 강남대로110길 19-1 1층
(지번) 역삼동 601-29",37.5039361170464,127.026439818637,,"A세트 (45,800원), B세트 (39,800원), 등심돈카츠 (16,000원), 안심돈카츠 (17,000원), 등심&안심돈카츠 (21,000원), 치킨카츠 (17,000원), 생선카츠 (17,000원), 스페셜 등심돈카츠 (21,000원), 새우 등심돈카츠 (27,000원), 새우 안심돈카츠 (28,000원), 치즈카츠(2P) (4,000원), 새우카츠(2P) (13,000원), 카츠산도 (10,000원), 카레 (6,000원), 치즈카레 (7,000원)"
아방궁,3.6,100,"서울 강남구 역삼로1길 18 2층
(지번) 역삼동 831-32",37.4944331830952,127.030631216226,02-568-0772,"강남짜장 (8,000원), 강남짬뽕 (9,500원), 짬뽕밥 (9,500원), 쟁반짜장(2인) (21,000원), 삼선볶음밥 (12,000원), 잡채밥 (11,000원), 간짜장 (9,500원)"
압구정공주떡,4.2,656,"서울 강남구 논현로161길 10 1층
(지번) 신사동 569-31",37.5236012907122,127.027446444565,02-516-3643,"흑임자케익 (80,000원), 모듬케익 (94,000원), 흑임자인절미(6호) (108,000원), 영양떡(6호) (108,000원), 영양떡+흑임자떡(6호) (108,000원), 영양떡+두텁(6호) (114,000원), 두텁+흑임자떡(6호) (114,000원), 두텁(5호) (120,000원), 약식(5호) (100,000원), 쑥포장인절미 (5호) (80,000원), 모듬찰떡 (5호) (120,000원), 선물세트(大,小) (135,000원), 쑥개떡 (5호) (85,000원)"
신미식당,3.9,205,"서울 강남구 압구정로 214 1층
(지번) 신사동 615",37.5279935871042,127.030734534472,02-516-4900,"생삼겹살(200g) (17,000원), 생목살(200g) (17,000원), 감자탕(소) (33,000원), 된장찌개 (8,000원), 김치찌개 (8,000원), 순두부 (8,000원), 제육볶음 (10,000원), 감자탕 1인 (10,000원)"
도치피자 강남,3.9,365,"서울 강남구 강남대로98길 27 1층
(지번) 역삼동 620-17",37.5010282716135,127.028875568682,02-556-8001,"디아볼라 (24,000원), 고르곤졸라 (22,000원), 시저 샐러드 (17,500원), 홍합나티보 (19,000원), 카프레제 (17,000원), 감베리 에 풍기 샐러드 (18,500원), 마르게리타 (24,500원), 프리마베라 (26,500원), 프로슈토 루꼴라 (26,000원), 콰트로 풍기 (25,000원), 카프리쵸사 (26,500원), 감베리 (25,000원)"
한우리 본점,3.1,100,"서울 강남구 도산대로 304
(지번) 논현동 91-18",37.5211495474917,127.034729328677,02-545-3334,"한우생갈비(200g) (94,000원), 한우토시살(130g) (94,000원), 한우안창살(130g) (94,000원), 한우꽃등심(150g) (76,000원), 한우양념갈비(200g) (72,000원), 한우불고기(180g) (63,000원), 한우등심(150g) (63,000원), 한우차돌박이(130g) (60,000원), 양념갈비(200g) (62,000원), 한우샤브샤브 (62,000원), 한우스끼야끼 (85,000원), 한우곱창전골 (52,000원), 한우버섯국수전골 (35,000원)"
농민백암순대 강남직영점,4.6,742,"서울 강남구 역삼로3길 20-4 1층
(지번) 역삼동 830-9",37.4949182390409,127.031492194164,02-501-2772,"국밥 (10,000원), 술국 (19,000원), 토종순대 (13,000원), 수육 (36,000원), 수육정식 (15,000원)"
진전복삼계탕 강남구청점,4.0,275,"서울 강남구 선릉로129길 21 1층
(지번) 논현동 243-5",37.5158144675278,127.039774545019,02-515-8937,"전복삼계탕 (21,000원), 완도한판(중) (62,000원), 전복미역국 (12,000원), 특전복삼계탕 (30,000원), 진삼계탕 (19,000원), 녹두삼계탕 (22,000원), 완도통닭 (15,000원), 흑마늘삼계탕 (23,000원), 전복매생이삼계탕 (23,000원), 누릉지삼계탕(현미) (20,000원), 흑마늘백숙(중) (77,000원), 완도백숙(중) (65,000원), 전문튀김 (22,000원), 전복장 (15,000원), 진전복죽 (16,000원), 전복장버터비빔밥 (14,000원)"
대가방 본점,3.3,435,"서울 강남구 봉은사로 333 1층 101~102호
(지번) 논현동 278-4",37.5105620922653,127.043036549402,02-544-6336,"오품냉채 (78,000원), 사품냉채 (68,000원), 두가지냉채 (52,000원), 해파리냉채 (44,000원), 두부와오리알 (29,000원), 오향장육 (52,000원), 오향족발 (52,000원), 굴소스통삭스핀(1인)(2인이상) (96,000원), 해물삭스핀 (소) (63,000원), 북경식 삭스핀 (84,000원), 게살삭스핀 (소) (57,000원), 게살삭스핀 스프 (49,000원), 새우튀김 (56,000원), 토마토케찹새우 (56,000원), 칠리새우 (56,000원), 깐풍새우 (56,000원), 칠리소스중새우 (소) (52,000원), 깐풍소스중새우 (소) (52,000원), 칠리소스왕새우(1p)(2p이상) (17,000원), 깐풍소스왕새우(1p)(2p이상) (17,000원), 멘보샤 (소) (39,000원), 돼지고기탕수육 (33,000원), 소고기탕수육(안심) (70,000원), 오향삼겹살 (55,000원), 삼겹살과짜장볶음 (55,000원), 쇠고기짜장볶음 (55,000원), 소고기와자연송이 (55,000원), 부추잡채 (52,000원), 고추잡채 (52,000원), 라조기 (49,000원), 깐풍기 (49,000원), 닭과고추볶음 (49,000원), 유린기 (54,000원), 전가복 (소) (64,000원), 류삼스 (소) (40,000원), 팔보채 (소) (40,000원), 양장피 (소) (33,000원), 난전완자 (소) (32,000원), 신라스프 (34,000원), 누룽지탕 (49,000원), 게살볶음밥 (12,000원), 마파두부밥 (12,000원), 새우볶음밥 (12,000원), 잡채밥 (15,000원), 쇠고기덮밥 (16,000원), 류삼스밥 (17,000원), 잡탕밥 (21,000원), 유니짜장면 (8,500원), 해물짜장면 (13,000원), 소고기탕면 (14,000원), 대가탕면 (13,000원), 해물울면 (13,000원), 해물짬뽕 (13,000원), 물만두 (9,000원), 중국식냉면 (여름계절메뉴) (18,000원)"
이도곰탕 본점,4.1,343,"서울 강남구 논현로94길 29-5
(지번) 역삼동 671-17",37.503350683906,127.038433980546,02-569-0524,"곰탕 (13,000원), 특곰탕 (16,000원), 쌀면곰탕 (13,000원), 수육 (49,000원), 툭쌀면곰탕 (16,000원)"
더바른정육식당 강남신논현본점,4.3,83,"서울 강남구 강남대로 482 1층
(지번) 논현동 199-4",37.5054276033769,127.024527634543,02-541-7935,"바른 소한마리(500g) (139,000원), 바른 큰소한마리(700g) (189,000원), 바른 해우한마리(700g) (229,000원), 새우살,한창살,살치살(100g) (42,000원), 제주 근고기(600g) (67,000원), 한우등심(150g) (45,000원), 한우부채살(150g) (46,500원), 한우업진살(150g) (46,500원), 한우갈비살(150g) (46,500원), 한우안심(150g) (48,000원), 제주흑돼지오겹살(170g) (19,800원), 제주흑돼지목살(170g) (19,800원), 제주항정살(170g) (19,800원), 제주가브리살(170g) (19,800원), 한우육회(200g) (35,000원)"
진미평양냉면 별관,3.8,"1,740","서울 강남구 학동로 305-3 정각빌딩 1층
(지번) 논현동 115-10",37.5161452524981,127.036042298778,02-515-3469,"냉면 (15,000원), 비빔냉면 (15,000원), 온면 (15,000원), 만두국 (15,000원), 접시만두 (15,000원), 만두반 (7,500원), 편육 (32,000원), 제육 (32,000원), 불고기 (28,000원), 어복쟁반 (소) (60,000원)"
농민백암순대 본점,4.5,"1,359","서울 강남구 선릉로86길 40-4 알앤지타운 1층
(지번) 대치동 896-33",37.5037329376349,127.052982069884,02-555-9603,"국밥 (10,000원), 국밥 (특) (12,000원), 국밥 (정식) (15,000원), 토종순대 (13,000원), 모둠수육 (36,000원), 술국 (19,000원), 오소리감투 (18,000원)"
마노디셰프 강남점,4.3,390,"서울 강남구 테헤란로 129 강남N타워 지하1층
(지번) 역삼동 648-9",37.4999326440603,127.032367803374,02-553-5311,"프리미엄 씨푸드 파스타 (28,900원), 감태 페스토 & 씨푸드 보리 리조또 (31,900원), 이탈리안 가든 샐러드 (19,900원), 프리미엄 머쉬룸 샐러드 (21,900원), 스테이크 피자 (33,900원), 크랩 & 쉬림프 파스타 (25,900원), 그릴드 치킨&시저 샐러드 (19,900원), 프리미엄 아보카도 샐러드 (22,900원), 돌체 바게트 (8,900원), 바질페스토 & 문어 마팔디네 (29,900원), 봉골레 알리오올리오 파스타 (27,900원), 프리미엄 씨푸드 로제 리조또 (27,900원), 스테이크&스파이시 라이스 (29,900원), 블루베리&루꼴라피자 (29,900원), 고르곤졸라 피자 (24,900원), 마르게리따 피자 (25,900원), 할라피뇨 알리올리오 파스타 (25,900원), 부라타치즈 (15,900원), 돌체 바게트&가든 샐러드 (8,900원), 테트 드 무안치즈&프로슈토 파파르델레 (32,900원)"
홍명,3.7,474,"서울 강남구 논현로131길 10 1층
(지번) 논현동 37-9",37.514527434771,127.029454131234,02-548-2223,"짜장면 (9,000원), 간짜장 (11,000원), 짬뽕 (11,000원), 사천탕면 (10,000원), 볶음짬뽕 (10,000원), 잡채볶음밥 (11,000원), 유산슬밥 (18,000원), 짬뽕밥 (11,000원), 볶음밥 (10,000원), 마파두부밥 (10,000원), 오향장육 (40,000원), 양장피 (40,000원), 유산슬 (45,000원), 팔보채 (48,000원), 탕수육 (33,000원), 깐풍기 (33,000원), 칠리새우 (40,000원), 멘보샤 (40,000원), 고추잡채 (40,000원), 동파육 (50,000원)"
피양콩할마니,3.2,400,"서울 강남구 삼성로81길 30 1층
(지번) 대치동 894-14",37.5041098746658,127.055240972615,02-508-0476,"콩비지 (12,000원), 김치콩비지 (12,000원), 버섯콩비지 (13,000원), 무콩비지 (12,000원), 만두국 (13,000원), 피양접시만두 (10,000원), 콩국수 (13,000원), 비지전골 (중) (40,000원), 만두전골 (중) (40,000원), 수육 (43,000원), 보쌈 (53,000원), 모듬전 (39,000원), 녹두지짐 (22,000원), 감자지짐 (17,000원)"
최가네버섯샤브매운탕칼국수 본점,4.4,490,"서울 강남구 도산대로51길 36 2-3층
(지번) 신사동 655",,,02-547-7676,"스페셜 샤브샤브 (1인) (19,000원), 바싹 불고기 (대) (18,000원), 스몰 샤브샤브 (1인) (16,000원), 버섯매운탕칼국수 (14,000원), 샤브런치 (14,000원), 바싹 불고기 (소) (12,000원), 칼라물만두 (7,000원)"
도산분식 압구정점,3.4,46,"서울 강남구 도산대로49길 10-6 젤로빌딩 1층
(지번) 신사동 652-7",37.5237141786447,127.037896897426,02-514-5060,"김치볶음밥 (10,300원), 돈까스샌드 (10,200원), 어묵튀김도산떡볶이 (6,800원), 명란에그라이스 (9,300원), 육회김밥 (9,500원), 도산 무침만두 (6,900원), 커플세트 A (30,500원), 칠리탕수김말이 (5,700원), 마라김말이 (5,700원), 순대튀김 (5,600원), 누룽지 떡강정 (4,900원), 1인세트 A (14,000원), 1인세트 B (18,600원), 커플세트 B (26,800원), 1인 세트 C (16,900원), 코카콜라 （캔／355ml） (3,000원), 코카콜라 제로 （캔／355ml） (3,000원), 스프라이트 （캔／355ml） (3,000원), 맥콜 （캔／355ml） (3,000원), 환타 파인애플 （ 캔 ／ 355ml ） (3,000원)"
기욤 청담점,3.3,474,"서울 강남구 선릉로152길 17 1층 101호
(지번) 청담동 88-37",37.5243711341168,127.041029133889,02-512-6701,"에스프레소 도피오 (7,500원), 아메리카노 (HOT) (7,000원), 까페오레 (HOT) (7,500원), 카푸치노 (HOT) (7,500원), 다크 모카오레 (HOT) (11,000원), 바닐라 카페오레 (HOT) (12,000원), 프렌치 키스 (HOT) (12,000원), 얼그레이 (HOT) (8,800원), 아쌈 (HOT) (8,800원), 페퍼민트 (HOT) (8,800원), 카모마일 (HOT) (8,800원), 텐저린진저 (HOT) (8,800원), 허니 레몬티 (9,000원), 허니 자몽티 (9,000원), 허니 레몬네이드 (9,000원), 허니 자몽에이드 (9,000원), 오렌지쥬스 (8,000원), 자몽쥬스 (8,000원), 프렌치석류티 (9,000원), 프렌치석류에이드 (11,000원), 아쌈밀크티 (HOT) (9,000원), 얼그레이밀크티 (HOT) (9,000원)"
한일관 압구정점,3.4,120,"서울 강남구 압구정로38길 14
(지번) 신사동 619-4",37.527783181798,127.032497263908,02-732-3735,"불고기 1939 (33,000원), 차돌박이구이와 낙지볶음 (27,000원), 등심로스편채 (27,000원), 차돌박이구이와 향채무침 (25,000원), 탕평채 (13,000원), 냉면 (12,000원), 전통갈비탕 (19,000원), 된장찌개 (13,000원)"
라미띠에,4.4,193,"서울 강남구 도산대로67길 30
(지번) 청담동 81-7",37.5259645335248,127.044573313571,02-546-9621,"Lunch (160,000원), Dinner (250,000원)"
몽중헌 청담점,3.8,252,"서울 강남구 도산대로 445 엠빌딩 지하1층
(지번) 청담동 97",37.5243352600843,127.044788076146,02-3446-7887,"팔진초면 (18,000원), 쇠고기초면 (18,000원), 홍콩식볶음국수 (18,000원), 해삼 게살 수초면 (14,000원), 한우 일품 자장면 (14,000원), 삼선짬뽕 (18,000원), 팔진탕면 (18,000원), 새우탕면 (18,000원), 사천탕면 (18,000원), 우육탕면 (20,000원), 중식냉면 (20,000원), 삼선우동 (17,000원), 지마장새우두부탕면 (18,000원), 특선냉채 (소) (55,000원), 오향장육 (소) (45,000원), 금사오룡 (소) (85,000원), 해삼전복 (소) (90,000원), 팔보채 (소) (60,000원), 양장피 (소) (55,000원), 해물누룽지탕 (소) (60,000원), 류산슬 (소) (55,000원), 바닷가재 (소) (70,000원), 어향새우가지 (소) (60,000원), 마늘새우 (소) (55,000원), 한우탕수육 (소) (60,000원), 난자완스 (소) (60,000원), 초이삼동파육 (소) (55,000원), 돼지고기탕수육 (소) (40,000원), 광동식탕수육 (소) (40,000원), 잡탕밥 (22,000원), 류산슬밥 (20,000원), 잡채밥 (16,000원), 후난식볶음밥 (17,000원), 시그니처 볶음밥 (18,000원)"
비야게레로,4.2,461,"서울 강남구 봉은사로78길 12 1층 101호
(지번) 삼성동 118-21",37.5119595614492,127.052782480959,02-538-8915,"까르니따 따꼬 (4,900원), 초리소 따꼬 (4,800원)"
새벽집 청담점,3.3,230,"서울 강남구 도산대로101길 6
(지번) 청담동 129-10",37.5255635894763,127.052868425711,02-546-5739,"꽃등심 (150g) (85,000원), 양념갈비 (260g) (85,000원), 생고기(150g) (85,000원), 불고기(200g) (42,000원), 샤브샤브(160g) (42,000원), 육회(200g) (42,000원), 국수전골 (32,000원), 간장게장 (28,000원), 한우 갈비탕 (28,000원), 육회비빔밥 (16,000원), 따로국밥 (11,000원), 콩나물 국밥 (11,000원), 멸치 김치찌개 (11,000원), 돼지 김치찌개 (11,000원), 조랭이 만두국 (11,000원)"
무오키,4.4,244,"서울 강남구 학동로55길 12-12 2층
(지번) 청담동 38-4",37.5190083910603,127.042235431992,010-2948-4171,"DINNER (240,000원), LUNCH (140,000원)"
삼육가 논현직영점,3.9,123,"서울 강남구 강남대로114길 8 지하1층,1층
(지번) 논현동 198",37.5056918554336,127.025018227907,02-541-8055,"꽃삼겹 (19,000원), 빠다꽃등심 (150g) (33,000원), 꽃삼겹 세트 (45,000원), 꽃삼목 세트 (64,000원), 한우 시골 된장찌개 (9,000원), 꽃목살 (19,000원), 안창살 (150g) (31,000원), 묵은지 김치찌개 (9,000원), 한우육회비빔밥(점심특선) (11,000원), 육쌈냉면(점심특선/여름) (10,000원), 1인 부대찌개 (10,000원), 삼겹 보쌈 정식 (12,000원), 얼큰이 돼지전골 (소) (20,000원), 한우육회 (200g) (25,000원), 사골 떡 만둣국(점심특선/겨울) (10,000원)"
